0,1,2,3
Masculine ṛ-stem declension of होतृ,,,
Nom. sg.,होता ‎(hotā),,
Gen. sg.,होतुः ‎(hotuḥ),,
,Singular,Dual,Plural
Nominative,होता ‎(hotā),होतारौ ‎(hotārau),होतारः ‎(hotāraḥ)
Vocative,होतर् ‎(hotar),होतारौ ‎(hotārau),होतारः ‎(hotāraḥ)
Accusative,होतारम् ‎(hotāram),होतारौ ‎(hotārau),होतॄन् ‎(hotṝn)
Instrumental,होत्रा ‎(hotrā),होतृभ्याम् ‎(hotṛbhyām),होतृभिः ‎(hotṛbhiḥ)
Dative,होत्रे ‎(hotre),होतृभ्याम् ‎(hotṛbhyām),होतृभ्यः ‎(hotṛbhyaḥ)
Ablative,होतुः ‎(hotuḥ),होतृभ्याम् ‎(hotṛbhyām),होतृभ्यः ‎(hotṛbhyaḥ)
Genitive,होतुः ‎(hotuḥ),होत्रोः ‎(hotroḥ),होतॄणाम् ‎(hotṝṇām)
Locative,होतरि ‎(hotari),होत्रोः ‎(hotroḥ),होतृषु ‎(hotṛṣu)
