0,1,2,3
Neuter a-stem declension of सङ्गीत,,,
Nom. sg.,सङ्गीतम् ‎(saṅgītam),,
Gen. sg.,सङ्गीतस्य ‎(saṅgītasya),,
,Singular,Dual,Plural
Nominative,सङ्गीतम् ‎(saṅgītam),सङ्गीते ‎(saṅgīte),सङ्गीतानि ‎(saṅgītāni)
Vocative,सङ्गीत ‎(saṅgīta),सङ्गीते ‎(saṅgīte),सङ्गीतानि ‎(saṅgītāni)
Accusative,सङ्गीतम् ‎(saṅgītam),सङ्गीते ‎(saṅgīte),सङ्गीतानि ‎(saṅgītāni)
Instrumental,सङ्गीतेन ‎(saṅgītena),सङ्गीताभ्याम् ‎(saṅgītābhyām),सङ्गीतैः ‎(saṅgītaiḥ)
Dative,सङ्गीता ‎(saṅgītā),सङ्गीताभ्याम् ‎(saṅgītābhyām),सङ्गीतेभ्यः ‎(saṅgītebhyaḥ)
Ablative,सङ्गीतात् ‎(saṅgītāt),सङ्गीताभ्याम् ‎(saṅgītābhyām),सङ्गीतेभ्यः ‎(saṅgītebhyaḥ)
Genitive,सङ्गीतस्य ‎(saṅgītasya),सङ्गीतयोः ‎(saṅgītayoḥ),सङ्गीतानाम् ‎(saṅgītānām)
Locative,सङ्गीते ‎(saṅgīte),सङ्गीतयोः ‎(saṅgītayoḥ),सङ्गीतेषु ‎(saṅgīteṣu)
"Bengali: সঙ্গীত ‎(sônggit)  Gujarati: સંગીત ‎(saṅgīt)  Hindi: संगीत ‎(saṅgīt), सङ्गीत ‎(saṅgīt)  Kannada: ಸಂಗೀತ ‎(saṃgīta)",,Malay: gita (now obsolete)  Marathi: संगीत ‎(saṅgīt)  Nepali: संगीत ‎(saṅgīt)  Telugu: సంగీతము ‎(saṃgītamu)  Urdu: سنگیت ‎(saṅgīt),
