0,1,2
,singular (ikšlug),plural (pǟgiņlug)
nominative (nominatīv),lapsvȱidaji,lapsvȱidajizt
genitive (genitīv),lapsvȱidajiz,lapsvȱidajizt
partitive (partitīv),lapsvȱidajiztlapsvȱidajit,lapsvȱidajiži
dative (datīv),lapsvȱidajizõn,lapsvȱidajiztõn
instrumental (instrumentāl),lapsvȱidajizõks,lapsvȱidajiztõks
illative (illatīv),lapsvȱidajizõ,lapsvȱidajižiz
inessive (inesīv),lapsvȱidajizõs,lapsvȱidajižis
elative (elatīv),lapsvȱidajizõst,lapsvȱidajižist
,singular (ikšlug),plural (pǟgiņlug)
nominative (nominatīv),lapsvȱidaji,lapsvȱidajid
genitive (genitīv),lapsvȱidajiz,lapsvȱidajid
partitive (partitīv),lapsvȱidajiztlapsvȱidajit,lapsvȱidajidi
dative (datīv),lapsvȱidajizõn,lapsvȱidajidõn
instrumental (instrumentāl),lapsvȱidajizõks,lapsvȱidajidõks
illative (illatīv),lapsvȱidajizõ,lapsvȱidajiži
inessive (inesīv),lapsvȱidajis,lapsvȱidajisi
elative (elatīv),lapsvȱidajist,lapsvȱidajisti
