0,1,2,3,4,5,6,7
,singular (ikšlug),plural (pǟgiņlug),,,,,
nominative (nominatīv),eļļõ,eļļõd,,,,,
genitive (genitīv),eļļõ,eļļõd,,,,,
partitive (partitīv),eļļõ,eļļidi,,,,,
dative (datīv),eļļõn,eļļõdõn,,,,,
instrumental (instrumentāl),eļļõks,eļļõdõks,,,,,
illative (illatīv),eļļõzeļļõ,eļļiž,,,,,
inessive (inesīv),eļļõs,eļļis,,,,,
elative (elatīv),eļļõst,eļļist,,,,,
,singular (ikšlug),plural (pǟgiņlug),,,,,
,1st person(ežmi pärsōn),2nd person(tuoi pärsōn),3rd person(kuolmõz pärsōn),1st person(ežmi pärsōn),2nd person(tuoi pärsōn),3rd person(kuolmõz pärsōn),
indicative,,ma,sa,ta,mēg,tēg,ne
present(paldīņāiga),eļļõb,eļļõd,eļļõb,eļļõm,eļļõt,eļļõbõd,
past(lǟndāiga),eļļiz,eļļizt,eļļiz,eļļizmõ,eļļiztõeļļizt,eļļiztõeļļizt,
futureperfect,līb eļļõn,līd eļļõn,līb eļļõn,līm(õ) eļļõnd,līt(õ) eļļõnd,lībõd eļļõnd,
,,,,,,,
indicativenegative,,ma,sa,ta,mēg,tēg,ne
present(paldīņāiga),äb eļ,äd eļ,äb eļ,äb eļļõm,ät eļļõt,äb eļļõt,
past(lǟndāiga),iz eļ,izt eļ,iz eļ,iz eļļõm,izt eļļõt,izt eļļõt,
futureperfect,äb lī eļļõn,äd lī eļļõn,äb lī eļļõn,äb līm(õ) eļļõnd,ät līt(õ) eļļõnd,äb līt(õ) eļļõnd,
,,,,,,,
imperative,—,(sa),—,(mēg),(tēg),—,
—1,eļ!,—1,(eļļõgõm!)2,eļļõgid!,—1,,
,,,,,,,
imperativenegative,—,(sa),—,(mēg),(tēg),—,
—3,alā eļ!,—3,(algõm eļļõgõm!)2,algid eļļõgid!,—3,,
,,,,,,,
conditional,ma,sa,ta,mēg,tēg,ne,
eļļõks,eļļõkst,eļļõks,eļļõksmõ,eļļõkstõ,eļļõkstõ,,
,,,,,,,
conditionalnegative,ma,sa,ta,mēg,tēg,ne,
äb eļļõks,äd eļļõkst,äb eļļõks,äb eļļõksmõ,ät eļļõkstõ,äb eļļõkstõ,,
,,,,,,,
jussive,ma,sa,ta,mēg,tēg,ne,
eļļõg,eļļõg,eļļõg,eļļõgõd,eļļõgõd,eļļõgõd,,
,,,,,,,
jussivenegative,ma,sa,ta,mēg,tēg,ne,
algõ eļļõg,algõ eļļõg,algõ eļļõg,algõd eļļõgõd,algõd eļļõgõd,algõd eļļõgõd,,
,,,,,,,
quotative,ma,sa,ta,mēg,tēg,ne,
eļļiji,eļļiji,eļļiji,eļļijid,eļļijid,eļļijid,,
,,,,,,,
debitive,minnõn,sinnõn,tämmõn,mäddõn,täddõn,näntõn,
um eļļõmõst,um eļļõmõst,um eļļõmõst,um eļļõmõst,um eļļõmõst,um eļļõmõst,,
infinitive,eļļõ,,,,,,
gerund,eļļõs,,,,,,
supine,eļļõm,,,,,,
supine abessive,eļļõmõt,,,,,,
active participle,eļļõn,,,,,,
passive participle,eļdõd,,,,,,
