0,1,2
,singular (ikšlug),plural (pǟgiņlug)
nominative (nominatīv),ežmi,ežmizt
genitive (genitīv),ežmiz,ežmizt
partitive (partitīv),ežmiztežmit,ežmiži
dative (datīv),ežmizõn,ežmiztõn
instrumental (instrumentāl),ežmizõks,ežmiztõks
illative (illatīv),ežmizõ,ežmižiz
inessive (inesīv),ežmizõs,ežmižis
elative (elatīv),ežmizõst,ežmižist
