0,1,2,3,4,5,6,7,8,9,10
,Indicative,Subjunctive,Imperative,,,,,,,
Present(short),Present(long),Future-Habitual,Imperfect(short),Imperfect(long),Preterite,Conditional,Present-future,Imperfect,,
1s,V;FIN;IND;PRS;1;SG;LGSPEC1,V;FIN;IND;PRS;1;SG;LGSPEC2,V;FIN;IND;FUT;HAB;1;SG,V;FIN;IND;PST;IPFV;1;SG;LGSPEC1,V;FIN;IND;PST;IPFV;1;SG;LGSPEC2,V;FIN;IND;PST;PFV;1;SG,V;FIN;IND;COND;1;SG,V;FIN;SBJV;PRS+FUT;1;SG,V;FIN;SBJV;PST;IPFV;1;SG,-
2s,V;FIN;IND;PRS;2;SG;LGSPEC1,V;FIN;IND;PRS;2;SG;LGSPEC2,V;FIN;IND;FUT;HAB;2;SG,V;FIN;IND;PST;IPFV;2;SG;LGSPEC1,V;FIN;IND;PST;IPFV;2;SG;LGSPEC2,V;FIN;IND;PST;PFV;2;SG,V;FIN;IND;COND;2;SG,V;FIN;SBJV;PRS+FUT;2;SG,V;FIN;SBJV;PST;IPFV;2;SG,V;FIN;IMP;2;SG
3s,V;FIN;IND;PRS;3;SG;LGSPEC1,V;FIN;IND;PRS;3;SG;LGSPEC2,V;FIN;IND;FUT;HAB;3;SG,V;FIN;IND;PST;IPFV;3;SG;LGSPEC1,V;FIN;IND;PST;IPFV;3;SG;LGSPEC2,V;FIN;IND;PST;PFV;3;SG,V;FIN;IND;COND;3;SG,V;FIN;SBJV;PRS+FUT;3;SG,V;FIN;SBJV;PST;IPFV;3;SG,V;FIN;IMP;3;SG
1p,V;FIN;IND;PRS;1;PL;LGSPEC1,V;FIN;IND;PRS;1;PL;LGSPEC2,V;FIN;IND;FUT;HAB;1;PL,V;FIN;IND;PST;IPFV;1;PL;LGSPEC1,V;FIN;IND;PST;IPFV;1;PL;LGSPEC2,V;FIN;IND;PST;PFV;1;PL,V;FIN;IND;COND;1;PL,V;FIN;SBJV;PRS+FUT;1;PL,V;FIN;SBJV;PST;IPFV;1;PL,V;FIN;IMP;1;PL
2p,V;FIN;IND;PRS;2;PL;LGSPEC1,V;FIN;IND;PRS;2;PL;LGSPEC2,V;FIN;IND;FUT;HAB;2;PL,V;FIN;IND;PST;IPFV;2;PL;LGSPEC1,V;FIN;IND;PST;IPFV;2;PL;LGSPEC2,V;FIN;IND;PST;PFV;2;PL,V;FIN;IND;COND;2;PL,V;FIN;SBJV;PRS+FUT;2;PL,V;FIN;SBJV;PST;IPFV;2;PL,V;FIN;IMP;2;PL
3p,V;FIN;IND;PRS;3;PL;LGSPEC1,V;FIN;IND;PRS;3;PL;LGSPEC2,V;FIN;IND;FUT;HAB;3;PL,V;FIN;IND;PST;IPFV;3;PL;LGSPEC1,V;FIN;IND;PST;IPFV;3;PL;LGSPEC2,V;FIN;IND;PST;PFV;3;PL,V;FIN;IND;COND;3;PL,V;FIN;SBJV;PRS+FUT;3;PL,V;FIN;SBJV;PST;IPFV;3;PL,V;FIN;IMP;3;PL
0,V;FIN;IND;PRS;0;LGSPEC1,V;FIN;IND;PRS;0;LGSPEC2,V;FIN;IND;FUT;HAB;0,V;FIN;IND;PST;IPFV;0;LGSPEC1,V;FIN;IND;PST;IPFV;0;LGSPEC2,V;FIN;IND;PST;PFV;0,V;FIN;IND;COND;0,V;FIN;SBJV;PRS+FUT;0,V;FIN;SBJV;PST;IPFV;0,-
Present participle: ow pos Verbal adjective: (not used),,,,,,,,,,
Cornish consonant mutation,,,,,,,,,,
unmutated,soft,aspirate,hard,mixed,mixed after 'th,,,,,
bos,vos,unchanged,pos,fos,vos,,,,,
