0,1,2
,,(file)
,singular (vienskaitlis),plural (daudzskaitlis)
nominative (nominatīvs),akts,akti
accusative (akuzatīvs),aktu,aktus
genitive (ģenitīvs),akta,aktu
dative (datīvs),aktam,aktiem
instrumental (instrumentālis),aktu,aktiem
locative (lokatīvs),aktā,aktos
vocative (vokatīvs),akt,akti
,singular (vienskaitlis),plural (daudzskaitlis)
nominative (nominatīvs),akts,aktis
accusative (akuzatīvs),akti,aktis
genitive (ģenitīvs),akts,aktu
dative (datīvs),aktij,aktīm
instrumental (instrumentālis),akti,aktīm
locative (lokatīvs),aktī,aktīs
vocative (vokatīvs),akts,aktis
