0,1,2,3
,,(file),
,singular (vienskaitlis),plural (daudzskaitlis),
nominative (nominatīvs),kāravs,kāravi,
accusative (akuzatīvs),kāravu,kāravus,
genitive (ģenitīvs),kārava,kāravu,
dative (datīvs),kāravam,kāraviem,
instrumental (instrumentālis),kāravu,kāraviem,
locative (lokatīvs),kāravā,kāravos,
vocative (vokatīvs),kārav,kāravi,
"Suits in Latvian · sugas (see also: kārts, spēļu kārts) (layout · text)",,,
,,,
sirdis,kāravi,pīķi,krusti
