0,1,2,3
Case,Masculine singular,Feminine singular,Plural
Nominative,Sasannach,Shasannach,Sasannach
Vocative,Shasannaich,Shasannach,Sasannach
Genitive,Shasannaich,Shasannaich/Sasannaiche,Sasannach
Dative,Sasannaich,Shasannaich,Sasannach
Scottish Gaelic mutation,,,
Radical,Lenition,,
Sasannach,"Shasannachafter ""an"", t-Sasannach",,
Note: Some of these forms may be hypothetical. Not everypossible mutated form of every word actually occurs.,,,
