0,1,2,3,4
Case,Masculine singular,Feminine singular,Plural,
Nominative,goirt,ghoirt,goirt,
Vocative,ghoirt,ghoirt,goirte,
Genitive,ghoirt,goirte/ghoirt,goirt,
Dative,ghoirt,ghoirt,goirt,
uachdar goirt ‎(“sour cream”),,,,
