0,1,2,3
"Even, žž-čč gradation",,,
Nominative,apostovllalaš,,
Genitive,apostovllalačča,,
,Singular,Plural,
Nominative,apostovllalaš,apostovllalaččat,
Accusative,apostovllalačča,apostovllalaččaid,
Genitive,apostovllalačča,apostovllalaččaid,
Illative,apostovllalažžii,apostovllalaččaide,
Locative,apostovllalaččas,apostovllalaččain,
Comitative,apostovllalaččain,apostovllalaččaiguin,
Essive,apostovllalažžan,,
Possessive forms,,,
,Singular,Dual,Plural
1st person,apostovllalažžan,apostovllalažžame,apostovllalažžamet
2nd person,apostovllalažžat,apostovllalažžade,apostovllalažžadet
3rd person,apostovllalažžas,apostovllalažžaska,apostovllalažžaset
