0,1,2,3
"Even, hkk-hk gradation",,,
Nominative,gaskavahkku,,
Genitive,gaskavahkugaskavahko,,
,Singular,Plural,
Nominative,gaskavahkku,gaskavahkut,
Accusative,gaskavahku,gaskavahkuid,
Genitive,gaskavahkugaskavahko,gaskavahkuid,
Illative,gaskavahkkui,gaskavahkuide,
Locative,gaskavahkus,gaskavahkuin,
Comitative,gaskavahkuin,gaskavahkuiguin,
Essive,gaskavahkkun,,
Possessive forms,,,
,Singular,Dual,Plural
1st person,gaskavahkkon,gaskavahkkome,gaskavahkkomet
2nd person,gaskavahkkot,gaskavahkkode,gaskavahkkodet
3rd person,gaskavahkkus,gaskavahkkuska,gaskavahkkuset
"Even, no gradation",,,
Nominative,gaskavahkku,,
Genitive,gaskavahkkugaskavahkko,,
,Singular,Plural,
Nominative,gaskavahkku,gaskavahkkut,
Accusative,gaskavahkku,gaskavahkkuid,
Genitive,gaskavahkkugaskavahkko,gaskavahkkuid,
Illative,gaskavahkkui,gaskavahkkuide,
Locative,gaskavahkkus,gaskavahkkuin,
Comitative,gaskavahkkuin,gaskavahkkuiguin,
Essive,gaskavahkkun,,
