0,1,2,3
"Contracted, no gradation",,,
infinitive,cummát,,
1st sing. present,cummán,,
1st sing. past,cummájin,,
infinitive,cummát,,
present participle,cummájeaddji,,
past participle,cummán,,
verbal noun,cummán,,
,present indicative,past indicative,imperative
1st singular,cummán,cummájin,cummájehkon
2nd singular,cummát,cummájit,cummá
3rd singular,cummá,cummái,cummájehkos
1st dual,cummájetne,cummáime,cummájeadnucummájeahkku
2nd dual,cummábeahtti,cummáide,cummájeahkki
3rd dual,cummába,cummáiga,cummájehkoska
1st plural,cummát,cummáimet,cummájetnotcummájehkotcummájeahkkotcummájeadnot
2nd plural,cummábehtet,cummáidet,cummájehket
3rd plural,cummájit,cummájedje,cummájehkoset
connegative,cummá,cummán,cummá
,conditional 1,conditional 2,potential
1st singular,cummášincummášedjen,cummálincummáledjen,cummážan
2nd singular,cummášitcummášedjet,cummálitcummáledjet,cummážat
3rd singular,cummášii,cummálii,cummážacummáš
1st dual,cummášeimme,cummáleimme,cummážetne
2nd dual,cummášeidde,cummáleidde,cummážeahppi
3rd dual,cummášeigga,cummáleigga,cummážeaba
1st plural,cummášeimmet,cummáleimmet,cummážitcummážat
2nd plural,cummášeiddet,cummáleiddet,cummážehpet
3rd plural,cummášecummášedje,cummálecummáledje,cummážit
connegative,cummáše,cummále,cummáš
