0,1,2
"Contracted, is-iss gradation",,
Attributive,viisses,
Nominative,viissis,
Genitive,viisá,
Attributive,viisses,
,singular,plural
Nominative,viissis,viisát
Genitive,viisá,viisáid
Accusative,viisá,viisáid
Illative,viisái,viisáide
Locative,viisás,viisáin
Comitative,viisáin,viisáiguin
Essive,viissisin,
"Odd, is-iss gradation",,
Attributive,viisses,
Nominative,viissis,
Genitive,viisása,
Attributive,viisses,
,singular,plural
Nominative,viissis,viisásat
Genitive,viisása,viisásiid
Accusative,viisása,viisásiid
Illative,viisásii,viisásiidda
Locative,viisásis,viisásiin
Comitative,viisásiin,viisásiiguin
Essive,viissisin,
