0,1,2,3
PIE root,,,
*ǵenh₁-,,,
"Even, ss-s gradation",,,
Nominative,gonagas,,
Genitive,gonagasa,,
,Singular,Plural,
Nominative,gonagas,gonagasat,
Accusative,gonagasa,gonagasaid,
Genitive,gonagasa,gonagasaid,
Illative,gonagassii,gonagasaide,
Locative,gonagasas,gonagasain,
Comitative,gonagasain,gonagasaiguin,
Essive,gonagassan,,
Possessive forms,,,
,Singular,Dual,Plural
1st person,gonagassan,gonagassame,gonagassamet
2nd person,gonagassat,gonagassade,gonagassadet
3rd person,gonagassas,gonagassaska,gonagassaset
