0,1,2,3,4
Case,Singular,Plural,,
nominative,wine,"wine, winas",,
accusative,wine,"wine, winas",,
genitive,wines,wina,,
dative,wine,winum,,
guldwine  winedryhten,,winelēas  winemǣġ,,winescipe
