0,1,2,3,4,5,6,7,8,9,10,11
Weak,Strong,,,,,,,,,,
case,singular,plural,case,singular,plural,,,,,,
m,n,f,m,n,f,m,n,f,,,
nominative,fealwa,fealwe,fealwe,fealwan,nom.,fealu,fealu,fealu,fealwe,"fealu, -fealwe","fealwa, -e"
accusative,fealwan,fealwe,fealwan,acc.,fealone,fealu,fealwe,fealwe,"fealu, -fealwe","fealwa, -fealwe",
genitive,fealwan,"fealora, fealwena",gen.,fealwes,fealwes,fealore,fealora,,,,
dative,fealwan,fealwum,dat.,fealwum,fealwum,fealore,fealwum,,,,
instrumental,fealwe,,,,,,,,,,
