0,1,2,3,4
,Singular,Plural,,
m,n,f,,
nominative,þes,þis,þēos,þās
accusative,þisne,þis,þās,þās
genitive,þis(s)es,þis(s)es,"þisse, þisre","þissa, þisra"
dative,þis(s)um,þis(s)um,þisse,þis(s)um
instrumental,"neuter: þȳs, þīs",,,
