0,1,2,3,4,5,6,7
Note: Hover mouse over Arabic for Latin-alphabet transliterations.,,,,,,,
Infinitive,نشسن,,,,,,
Past Stem,نشس,,,,,,
Present Stem,شین,,,,,,
Past Participle,نشسه,,,,,,
Present Participle,شیننده,,,,,,
,,,,,,,
,Singular,Plural,,,,,
,1st Person,2nd Person,3rd Person,1st Person,2nd Person,3rd Person,
,,من,تو,او / وی / آن,ما,شما,ایشان / آنان / آنها
Indicative Mood,Past,نشسم,نشسی,نشس,نشسیم,نشسید,نشسند
Durative Past,می‌نشسم,می‌نشسی,می‌نشس,می‌نشسیم,می‌نشسید,می‌نشسند,
Perfect,نشسه‌ام,نشسه‌اﯼ,نشسه‌است,نشسه‌ایم,نشسه‌اید,نشسه‌اند,
Durative Perfect,می‌نشسه‌ام,می‌نشسه‌اﯼ,می‌نشسه‌است,می‌نشسه‌ایم,می‌نشسه‌اید,می‌نشسه‌اند,
Pluperfect,نشسه بودم,نشسه بودی,نشسه بود,نشسه بودیم,نشسه بودید,نشسه بودند,
Durative Pluperfect,می‌نشسه بودم,می‌نشسه بودی,می‌نشسه بود,می‌نشسه بودیم,می‌نشسه بودید,می‌نشسه بودند,
Future,خواهم نشس,خواهی نشس,خواهد نشس,خواهیم نشس,خواهید نشس,خواهند نشس,
Aorist,شینم,شینی,شیند,شینیم,شینید,شینند,
Present,می‌شینم,می‌شینی,می‌شیند,می‌شینیم,می‌شینید,می‌شینند,
Present Progressive,دارم می‌شینم,داری می‌شینی,دارد می‌شیند,داریم می‌شینیم,دارید می‌شینید,دارند می‌شینند,
Preterite Progressive,داشتم می‌نشسم,داشتی می‌نشسی,داشت می‌نشس,داشتیم می‌ نشسیم,داشتید می‌نشسید,داشتند می‌نشسند,
,,,,,,,
Subjunctive Mood,Present,بشینم,بشینی,بشیند,بشینیم,بشینید,بشینند
Past,نشسه باشم,نشسه باشی,نشسه باشد,نشسه باشیم,نشسه باشید,نشسه باشند,
Durative Past,می‌نشسه باشم,می‌نشسه باشی,می‌نشسه باشد,می‌نشسه باشیم,می‌نشسه باشید,می‌نشسه باشند,
Pluperfect,نشسه بوﺩه باشم,نشسه بوﺩه باشی,نشسه بوﺩه باشد,نشسه بوﺩه باشیم,نشسه بوﺩه باشید,نشسه بوﺩه باشند,
Durative Pluperfect,می‌نشسه بوﺩه باشم,می‌نشسه بوﺩه باشی,می‌نشسه بوﺩه باشد,می‌نشسه بوﺩه باشیم,می‌نشسه بوﺩه باشید,می‌نشسه بوﺩه باشند,
,,,,,,,
Imperative Mood,Affirmative,,بشین,,بشینیم,بشینید,
Negative,,نشین,,نشینیم,نشینید,,
,,,,,,,
Optative Mood,,,,شیناد,,,
