0,1,2
,singular,plural
bare,کسشعر (kos(e)šé'r),کسشعر‌ها (kos(e)še'r-hấ)کسشعرا (kos(e)še'rấ) (colloquial)
definitive direct object,کسشعر را (kos(e)šé'r râ)کسشعر رو (kos(e)šé'ro) (colloquial),کسشعر‌ها را (kos(e)še'r-hấ râ)کسشعرا رو (kos(e)še'rấ ro) (colloquial)
ezâfé,کسشعر (kos(e)šé'r-e),کسشعر‌های (kos(e)še'r-hấ-ye)کسشعرای (kos(e)še'rấ-ye) (colloquial)
"marked indefinite, relative definite",کسشعری (kos(e)šé'r-i),کسشعر‌هایی (kos(e)še'r-hấ-i)کسشعرایی (kos(e)še'rấi) (colloquial)
,singular,plural
1st person singular (my),کسشعرم (kos(e)šé'ram),کسشعر‌هایم (kos(e)še'r-hấyam) کسشعر‌هام، کسشعرام (kos(e)še'rấm) (colloquial)
2nd person singular (your),کسشعرت (kos(e)šé'rat) (kos(e)šé'ret) (colloquial),کسشعر‌هایت (kos(e)še'r-hấyat) کسشعر‌هات، کسشعرات (kos(e)še'rất) (colloquial)
3rd person singular (his/her/its),کسشعرش (kos(e)šé'raš) (kos(e)šé'reš) (colloquial),کسشعر‌هایش (kos(e)še'r-hấyaš) کسشعر‌هاش، کسشعراش (kos(e)še'rấš) (colloquial)
,,
1st person plural (our),کسشعرمان (kos(e)šé'remân) کسشعرمون (kos(e)šé'remun) (colloquial),کسشعر‌هایمان (kos(e)še'r-hấyemân) کسشعر‌هامون، کسشعرامون (kos(e)še'rấmun) (colloquial)
2nd person plural (your),کسشعرتان (kos(e)šé'retân) کسشعرتون (kos(e)šé'retun) (colloquial),کسشعر‌هایتان (kos(e)še'r-hấyetân) کسشعر‌هاتون، کسشعراتون (kos(e)še'rấtun) (colloquial)
3rd person plural (their),کسشعرشان (kos(e)šé'rešân) کسشعرشون (kos(e)šé'rešun) (colloquial),کسشعر‌هایشان (kos(e)še'r-hấyešân) کسشعر‌هاشون، کسشعراشون (kos(e)še'rấšun) (colloquial)
