0,1,2,3,4,5,6,7,8,9
موندن (mundán),infinitive,,,,,,,,
,,,,,,,,,
موند (mund),past stem,مون (mun),present stem,,,,,,
مونده (mundé),past participle,موننده (munandé),present participle,,,,,,
indicative,,,,,,,,,
موندیم (mundim),ما,موندم (mundam),من,past,مونیم (munim),ما,مونم (munam),من,aorist
موندین (mundin),شما,موندی (mundi),تو,مونین (munin),شما,مونی (muni),تو,,
موندن (mundan),اونها,موند (mund),اون,مونن (munan),اونها,مونه (mune),اون,,
,,,,,,,,,
می‌موندیم (mí-mundim),ما,می‌موندم (mí-mundam),من,past (imperfect),می‌مونیم (mí-munim),ما,می‌مونم (mí-munam),من,present (imperfect)
می‌موندین (mí-mundin),شما,می‌موندی (mí-mundi),تو,می‌مونین (mí-munin),شما,می‌مونی (mí-muni),تو,,
می‌موندن (mí-mundan),اونها,می‌موند (mí-mund),اون,می‌مونن (mí-munan),اونها,می‌مونه (mí-mune),اون,,
,,,,,,,,,
داشتیم می‌موندیم (dấštim mí-mundim),ما,داشتم می‌موندم (dấštam mí-mundam),من,past progressive,داریم می‌مونیم (dấrim mí-munim),ما,دارم می‌مونم (dấram mí-munam),من,present progressive
داشتین می‌موندین (dấštin mí-mundin),شما,داشتی می‌موندی (dấšti mí-mundi),تو,دارین می‌مونین (dấrin mí-munin),شما,داری می‌مونی (dấri mí-muni),تو,,
داشتن می‌موندن (dấštan mí-mundan),اونها,داشت می‌موند (dấšt mí-mund),اون,دارن می‌مونن (dấran mí-munan),اونها,داره می‌مونه (dấre mí-mune),اون,,
,,,,,,,,,
مونده‌ایم (mundím),ما,مونده‌ام (mundám),من,present perfect,مونده بودیم (mundé búdim),ما,مونده بودم (mundé búdam),من,pluperfect
مونده‌این (mundín),شما,مونده‌ای (mundí),تو,مونده بودین (mundé búdin),شما,مونده بودی (mundé búdi),تو,,
مونده‌ان (mundán),اونها,مونده (mundé),اون,مونده بودن (mundé búdan),اونها,مونده بود (mundé bud),اون,,
subjunctive,,,,,,,,,
مونده باشیم (mundé bấšim),ما,مونده باشم (mundé bấšam),من,past,بمونیم (bémunim),ما,بمونم (bémunam),من,present
مونده باشین (mundé bấšin),شما,مونده باشی (mundé bấši),تو,بمونین (bémunin),شما,بمونی (bémuni),تو,,
مونده باشن (mundé bấšan),اونها,مونده باشه (mundé bấše),اون,بمونن (bémunan),اونها,بمونه (bémune),اون,,
,,,,,,,,,
,بمونین (bémunin),شما,بمون (bémun),تو,imperative,,,,
