0,1,2
,singular,plural
bare,مکان (makân),مکان‌ها (makân)مکانا (makânấ) (colloquial)
definitive direct object,مکان را (makân râ)مکان رو (makâno) (colloquial),مکان‌ها را (makân)مکانا رو (makânấ ro) (colloquial)
ezâfé,مکان (makân-e),مکان‌های (makân)مکانای (makânấ-ye) (colloquial)
"marked indefinite, relative definite",مکانی (makân-i),مکان‌هایی (makân)مکانایی (makânấi) (colloquial)
,singular,plural
1st person singular (my),مکانم (makânam),مکان‌هایم (makân-hấyam) مکان‌هام، مکانام (makânấm) (colloquial)
2nd person singular (your),مکانت (makânat) (makânet) (colloquial),مکان‌هایت (makân-hấyat) مکان‌هات، مکانات (makânất) (colloquial)
3rd person singular (his/her/its),مکانش (makânaš) (makâneš) (colloquial),مکان‌هایش (makân-hấyaš) مکان‌هاش، مکاناش (makânấš) (colloquial)
,,
1st person plural (our),مکانمان (makânemân) مکانمون (makânemun) (colloquial),مکان‌هایمان (makân-hấyemân) مکان‌هامون، مکانامون (makânấmun) (colloquial)
2nd person plural (your),مکانتان (makânetân) مکانتون (makânetun) (colloquial),مکان‌هایتان (makân-hấyetân) مکان‌هاتون، مکاناتون (makânấtun) (colloquial)
3rd person plural (their),مکانشان (makânešân) مکانشون (makânešun) (colloquial),مکان‌هایشان (makân-hấyešân) مکان‌هاشون، مکاناشون (makânấšun) (colloquial)
