0,1,2,3,4,5,6,7,8,9
Dari,دوست داشتن,,,,,,,,
Iranian Persian,دوست داشتن,,,,,,,,
Tajik,дӯст доштан ‎(düst doštan),,,,,,,,
دوست داشتن (dust dâštan),infinitive,,,,,,,,
,,,,,,,,,
دوست داشت (dust dâšt),past stem,دوست دار (dust dâr),present stem,,,,,,
دوست داشته (dust dâšte),past participle,دوست دارنده (dust dârande),present participle,,,,,,
indicative,,,,,,,,,
دوست داشتیم (dust dâštim),ما,دوست داشتم (dust dâštam),من,past,دوست داریم (dust dârim),ما,دوست دارم (dust dâram),من,present
دوست داشتید (dust dâštid),شما,دوست داشتی (dust dâšti),تو,دوست دارید (dust dârid),شما,دوست داری (dust dâri),تو,,
دوست داشتند (dust dâštand),آنها,دوست داشت (dust dâšt),او,دوست دارند (dust dârand),آنها,دوست دارد (dust dârad),او,,
,,,,,,,,,
دوست داشته‌ایم (dust dâšte-im),ما,دوست داشته‌ام (dust dâšte-am),من,present perfect,دوست داشته بودیم (dust dâšte budim),ما,دوست داشته بودم (dust dâšte budam),من,pluperfect
دوست داشته‌اید (dust dâšte-id),شما,دوست داشته‌ای (dust dâšte-i),تو,دوست داشته بودید (dust dâšte budid),شما,دوست داشته بودی (dust dâšte budi),تو,,
دوست داشته‌اند (dust dâšte-and),آنها,دوست داشته است (dust dâšte ast),او,دوست داشته بودند (dust dâšte budand),آنها,دوست داشته بود (dust dâšte bud),او,,
,,,,,,,,,
,دوست خواهیم داشت (dust xâhim dâšt),ما,دوست خواهم داشت (dust xâham dâšt),من,future,,,,
دوست خواهید داشت (dust xâhid dâšt),شما,دوست خواهی داشت (dust xâhi dâšt),تو,,,,,,
دوست خواهند داشت (dust xâhand dâšt),آنها,دوست خواهد داشت (dust xâhad dâšt),او,,,,,,
subjunctive and imperative,,,,,,,,,
دوست داشته باشید (dust dâšte bâšid),شما,دوست داشته باش (dust dâšte bâš),تو,imperative,دوست داشته باشیم (dust dâšte bâšim),ما,دوست داشته باشم (dust dâšte bâšam),من,past subjunctive
دوست داشته باشید (dust dâšte bâšid),شما,دوست داشته باشی (dust dâšte bâši),تو,,,,,,
دوست داشته باشند (dust dâšte bâšand),آنها,دوست داشته باشد (dust dâšte bâšad),او,,,,,,
دوس داشتن (duss dâštan),infinitive,,,,,,,,
,,,,,,,,,
دوس داشت (duss dâšt),past stem,دوس دار (duss dâr),present stem,,,,,,
دوس داشته (duss dâšte),past participle,دوس دارنده (duss dârande),present participle,,,,,,
indicative,,,,,,,,,
دوس داشتیم (duss dâštim),ما,دوس داشتم (duss dâštam),من,past,دوس داریم (duss dârim),ما,دوس دارم (duss dâram),من,present
دوس داشتین (duss dâštin),شما,دوس داشتی (duss dâšti),تو,دوس دارین (duss dârin),شما,دوس داری (duss dâri),تو,,
دوس داشتن (duss dâštan),آنها,دوس داشت (duss dâšt),او,دوس دارن (duss dâran),آنها,دوس داره (duss dâre),او,,
,,,,,,,,,
دوس داشته‌ایم (duss dâšt'im),ما,دوس داشته‌ام (duss dâšt'am),من,present perfect,دوس داشته بودیم (duss dâšte budim),ما,دوس داشته بودم (duss dâšte budam),من,pluperfect
دوس داشته‌این (duss dâšt'in),شما,دوس داشته‌ای (duss dâšt'i),تو,دوس داشته بودین (duss dâšte budin),شما,دوس داشته بودی (duss dâšte budi),تو,,
دوس داشته‌ان (duss dâšt'an),آنها,دوس داشته (duss dâšte),او,دوس داشته بودن (duss dâšte budan),آنها,دوس داشته بود (duss dâšte bud),او,,
subjunctive and imperative,,,,,,,,,
دوس داشته باشین (duss dâšte bâšin),شما,دوس داشته باش (duss dâšte bâš),تو,imperative,دوس داشته باشیم (duss dâšte bâšim),ما,دوس داشته باشم (duss dâšte bâšam),من,past subjunctive
دوس داشته باشین (duss dâšte bâšin),شما,دوس داشته باشی (duss dâšte bâši),تو,,,,,,
دوس داشته باشن (duss dâšte bâšan),آنها,دوس داشته باشه (duss dâšte bâše),او,,,,,,
