0,1,2,3,4,5,6,7,8,9
Dari,دادن,,,,,,,,
Iranian Persian,دادن,,,,,,,,
Tajik,додан ‎(dodan),,,,,,,,
audio,,(file),,,,,,,
دادن (dâdán),infinitive,,,,,,,,
,,,,,,,,,
داد (dâd),past stem,ده (deh),present stem,,,,,,
داده (dâdé),past participle,دهنده (dehandé),present participle,,,,,,
indicative,,,,,,,,,
دادیم (dấdim),ما,دادم (dấdam),من,past,دهیم (déhim),ما,دهم (déham),من,aorist
دادید (dấdid),شما,دادی (dấdi),تو,دهید (déhid),شما,دهی (déhi),تو,,
دادند (dấdand),آنها,داد (dâd),وی,دهند (déhand),آنها,دهد (déhad),وی,,
,,,,,,,,,
می‌دادیم (mí-dâdim),ما,می‌دادم (mí-dâdam),من,past (imperfect),می‌دهیم (mí-dehim),ما,می‌دهم (mí-deham),من,present (imperfect)
می‌دادید (mí-dâdid),شما,می‌دادی (mí-dâdi),تو,می‌دهید (mí-dehid),شما,می‌دهی (mí-dehi),تو,,
می‌دادند (mí-dâdand),آنها,می‌داد (mí-dâd),وی,می‌دهند (mí-dehand),آنها,می‌دهد (mí-dehad),وی,,
,,,,,,,,,
داشتیم می‌دادیم (dấštim mí-dâdim),ما,داشتم می‌دادم (dấštam mí-dâdam),من,past progressive,داریم می‌دهیم (dấrim mí-dehim),ما,دارم می‌دهم (dấram mí-deham),من,present progressive
داشتید می‌دادید (dấštid mí-dâdid),شما,داشتی می‌دادی (dấšti mí-dâdi),تو,دارید می‌دهید (dấrid mí-dehid),شما,داری می‌دهی (dấri mí-dehi),تو,,
داشتند می‌دادند (dấštand mí-dâdand),آنها,داشت می‌داد (dâšt mí-dâd),وی,دارند می‌دهند (dấrand mí-dehand),آنها,دارد می‌دهد (dấrad mí-dehad),وی,,
,,,,,,,,,
داده‌ایم (dâdé-im),ما,داده‌ام (dâdé-am),من,present perfect,داده بودیم (dâdé búdim),ما,داده بودم (dâdé búdam),من,pluperfect
داده‌اید (dâdé-id),شما,داده‌ای (dâdé-i),تو,داده بودید (dâdé búdid),شما,داده بودی (dâdé búdi),تو,,
داده‌اند (dâdé-and),آنها,داده است (dâdé ast),وی,داده بودند (dâdé búdand),آنها,داده بود (dâdé bud),وی,,
,,,,,,,,,
,خواهیم داد (xâhím dâd),ما,خواهم داد (xâhám dâd),من,future,,,,
خواهید داد (xâhíd dâd),شما,خواهی داد (xâhí dâd),تو,,,,,,
خواهند داد (xâhánd dâd),آنها,خواهد داد (xâhád dâd),وی,,,,,,
subjunctive,,,,,,,,,
داده باشیم (dâdé bấšim),ما,داده باشم (dâdé bấšam),من,past,بدهیم (bédehim),ما,بدهم (bédeham),من,present
داده باشید (dâdé bấšid),شما,داده باشی (dâdé bấši),تو,بدهید (bédehid),شما,بدهی (bédehi),تو,,
داده باشند (dâdé bấšand),آنها,داده باشد (dâdé bấšad),وی,بدهند (bédehand),آنها,بدهد (bédehad),وی,,
,,,,,,,,,
,بدهید (bédehid),شما,بده (bédeh),تو,imperative,,,,
دادن (dâdán),infinitive,,,,,,,,
,,,,,,,,,
داد (dâd),past stem,ده (de),present stem,,,,,,
داده (dâdé),past participle,دهنده (dahandé),present participle,,,,,,
indicative,,,,,,,,,
دادیم (dấdim),ما,دادم (dấdam),من,past,دیم (dim),ما,دم (dam),من,aorist
دادین (dấdin),شما,دادی (dấdi),تو,دین (din),شما,دی (di),تو,,
