0,1,2,3,4,5,6,7
Dari,آراستن,,,,,,
Iranian Persian,آراستن,,,,,,
Tajik,оростан ‎(orostan),,,,,,
Note: Hover mouse over Arabic for Latin-alphabet transliterations.,,,,,,,
Infinitive,آراستن,,,,,,
Past Stem,آراست,,,,,,
Present Stem,آرا,,,,,,
Past Participle,آراسته,,,,,,
Present Participle,آراینده,,,,,,
,,,,,,,
,Singular,Plural,,,,,
,1st Person,2nd Person,3rd Person,1st Person,2nd Person,3rd Person,
,,من,تو,او / وی / آن,ما,شما,ایشان / آنان / آنها
Indicative Mood,Past,آراستم,آراستی,آراست,آراستیم,آراستید,آراستند
Durative Past,می‌آراستم,می‌آراستی,می‌آراست,می‌آراستیم,می‌آراستید,می‌آراستند,
Perfect,آراسته‌ام,آراسته‌اﯼ,آراسته‌است,آراسته‌ایم,آراسته‌اید,آراسته‌اند,
Durative Perfect,می‌آراسته‌ام,می‌آراسته‌اﯼ,می‌آراسته‌است,می‌آراسته‌ایم,می‌آراسته‌اید,می‌آراسته‌اند,
Pluperfect,آراسته بودم,آراسته بودی,آراسته بود,آراسته بودیم,آراسته بودید,آراسته بودند,
Durative Pluperfect,می‌آراسته بودم,می‌آراسته بودی,می‌آراسته بود,می‌آراسته بودیم,می‌آراسته بودید,می‌آراسته بودند,
Future,خواهم آراست,خواهی آراست,خواهد آراست,خواهیم آراست,خواهید آراست,خواهند آراست,
Aorist,آرایم,آرایی,آراید,آراییم,آرایید,آرایند,
Present,می‌آرایم,می‌آرایی,می‌آراید,می‌آراییم,می‌آرایید,می‌آرایند,
Present Progressive,دارم می‌آرایم,داری می‌آرایی,دارد می‌آراید,داریم می‌آراییم,دارید می‌آرایید,دارند می‌آرایند,
Preterite Progressive,داشتم می‌آراستم,داشتی می‌آراستی,داشت می‌آراست,داشتیم می‌آراستیم,داشتید می‌آراستید,داشتند می‌آراستند,
,,,,,,,
Subjunctive Mood,Present,بیارایم,بیارایی,بیاراید,بیاراییم,بیارایید,بیارایند
Past,آراسته باشم,آراسته باشی,آراسته باشد,آراسته باشیم,آراسته باشید,آراسته باشند,
Durative Past,می‌آراسته باشم,می‌آراسته باشی,می‌آراسته باشد,می‌آراسته باشیم,می‌آراسته باشید,می‌آراسته باشند,
Pluperfect,آراسته بوﺩه باشم,آراسته بوﺩه باشی,آراسته بوﺩه باشد,آراسته بوﺩه باشیم,آراسته بوﺩه باشید,آراسته بوﺩه باشند,
Durative Pluperfect,می‌آراسته بوﺩه باشم,می‌آراسته بوﺩه باشی,می‌آراسته بوﺩه باشد,می‌آراسته بوﺩه باشیم,می‌آراسته بوﺩه باشید,می‌آراسته بوﺩه باشند,
,,,,,,,
Imperative Mood,Affirmative,,بیارا,,بیاراییم,بیارایید,
Negative,,نیارا,,نیاراییم,نیارایید,,
,,,,,,,
Optative Mood,,,,آرایاد,,,
