0,1,2,3,4,5,6,7,8,9
audio,,(file),,,,,,,
Dari,بودن,,,,,,,,
Iranian Persian,بودن,,,,,,,,
Tajik,будан ‎(budan),,,,,,,,
بودن ( budán),infinitive,,,,,,,,
,,,,,,,,,
بود ( bud),past stem,باش ( bâš),present stem,,,,,,
,,,,,,,,,
بودیم ( búdim),ما,بودم ( búdam),من,past,باشیم ( bấšim),ما,باشم ( bấšam),من,subjunctive present
بودید ( búdid),شما,بودی ( búdi),تو,باشید ( bấšid),شما,باشی ( bấši),تو,,
بودند ( búdand),آنها,بود ( bud),وی,باشند ( bấšand),آنها,باشد ( bấšad),وی,,
,,,,,,,,,
یم (im),ما,م (am),من,present (suffixed),هستیم ( hastim),ما,هستم ( hastam),من,present (separate)
ید (id),شما,ی (i),تو,هستید ( hastid),شما,هستی ( hasti),تو,,
ند (and),آنها,است ( ast),وی,هستند ( hastand),آنها,هست ( hast) *emphatic,وی,,
,,,,,,,,,
بوده‌ایم ( budé-im),ما,بوده‌ام ( budé-am),من,present perfect,خواهیم بود ( xâhím bud),ما,خواهم بود ( xâhám bud),من,future
بوده‌اید ( budé-id),شما,بوده‌ای ( budé-i),تو,خواهید بود ( xâhíd bud),شما,خواهی بود ( xâhí bud),تو,,
بوده‌اند ( budé-and),آنها,بوده است ( budé ast),وی,خواهند بود ( xâhánd bud),آنها,خواهد بود ( xâhád bud),وی,,
,,,,,,,,,
,باشید ( bấšid),شما,باش ( bấš),تو,imperative,,,,
بودن ( budán),infinitive,,,,,,,,
,,,,,,,,,
بود ( bud),past stem,باش ( bâš),present stem,,,,,,
,,,,,,,,,
بودیم ( búdim),ما,بودم ( búdam),من,past,باشیم ( bấšim),ما,باشم ( bấšam),من,subjunctive present
بودین ( búdin),شما,بودی ( búdi),تو,باشین ( bấšin),شما,باشی ( bấši),تو,,
بودن ( búdan),اونها,بود ( bud),او,باشن ( bấšan),اونها,باشه ( bấše),او,,
,,,,,,,,,
یم (im),ما,م (am),من,present (suffixed),هستیم ( hastim),ما,هستم ( hastam),من,present (separate)
ین (in),شما,ی (i),تو,هستین ( hastin),شما,هستی ( hasti),تو,,
ن (an),اونها,ه (e),او,هستن ( hastan),اونها,هست ( hast) *emphatic,او,,
,,,,,,,,,
بوده‌ایم ( bud'ím),ما,بوده‌ام ( bud'ám),من,present perfect,باشین ( bấšin),شما,باش ( bấš),تو,imperative
بوده‌این ( bud'ín),شما,بوده‌ای ( bud'í),تو,,,,,,
بوده‌ان ( bud'án),اونها,بوده ( budé),او,,,,,,
after consonants,,,,,,,,,
ـیم (-im),ما,ـم (-am),من,present tense,,,,,
ـید (-id),شما,ـی (-i),تو,,,,,,
ـند (-and),آنها,است (ast),او,,,,,,
after long vowels,,,,,,,,,
ییم (-yim),ما,یم (-yam),من,present tense,,,,,
یید (-yid),شما,یی (-yi),تو,,,,,,
یند (-yand),آنها,ست (-st),او,,,,,,
هستیم (hastim),ما,هستم (hastam),من,present tense,,,,,
هستید (hastid),شما,هستی (hasti),تو,,,,,,
هستند (hastand),آنها,هست (hast),او,,,,,,
نیستیم (nistim),ما,نیستم (nistam),من,present tense,,,,,
نیستید (nistid),شما,نیستی (nisti),تو,,,,,,
نیستند (nistand),آنها,نیست (nist),او,,,,,,
Present Indicative,singular,plural,,,,,,,
1st person,م,یم,,,,,,,
2nd person,ی,ید,,,,,,,
3rd person,*است,ند,,,,,,,
Present Indicative,singular,plural,,,,,,,
1st person,ام,ایم,,,,,,,
2nd person,ای/*ء,اید,,,,,,,
3rd person,است,اند,,,,,,,
Present Indicative,singular,plural,,,,,,,
1st person,ئم,ئیم,,,,,,,
2nd person,ئی,ئید,,,,,,,
3rd person,*ست,ئند,,,,,,,
Present Indicative,singular,plural,,,,,,,
1st person,من هستم,ما هستيم,,,,,,,
2nd person,تو هستی,شما هستيد,,,,,,,
3rd person,او / وی / آن هست,ایشان / آنان / آنها هستند,,,,,,,
Present Indicative,singular,plural,,,,,,,
1st person,من نيستم,ما نيستيم,,,,,,,
2nd person,تو نيستی,شما نيستيد,,,,,,,
3rd person,او / وی / آن نيست,ایشان / آنان / آنها نيستند,,,,,,,
