0,1,2,3,4,5,6,7,8,9
Dari,توانستن,,,,,,,,
Iranian Persian,توانستن,,,,,,,,
Tajik,тавонистан ‎(tavonistan),,,,,,,,
توانستن (tavânestán),infinitive,,,,,,,,
,,,,,,,,,
توانست (tavânest),past stem,توان (tavân),present stem,,,,,,
indicative,,,,,,,,,
توانستیم (tavânéstim),ما,توانستم (tavânéstam),من,past,توانیم (tavấnim),ما,توانم (tavấnam),من,aorist
توانستید (tavânéstid),شما,توانستی (tavânésti),تو,توانید (tavấnid),شما,توانی (tavấni),تو,,
توانستند (tavânéstand),آنها,توانست (tavânest),وی,توانند (tavấnand),آنها,تواند (tavấnad),وی,,
,,,,,,,,,
می‌توانستیم (mí-tavânestim),ما,می‌توانستم (mí-tavânestam),من,past (imperfect),می‌توانیم (mí-tavânim),ما,می‌توانم (mí-tavânam),من,present (imperfect)
می‌توانستید (mí-tavânestid),شما,می‌توانستی (mí-tavânesti),تو,می‌توانید (mí-tavânid),شما,می‌توانی (mí-tavâni),تو,,
می‌توانستند (mí-tavânestand),آنها,می‌توانست (mí-tavânest),وی,می‌توانند (mí-tavânand),آنها,می‌تواند (mí-tavânad),وی,,
,,,,,,,,,
توانسته‌ایم (tavânesté-im),ما,توانسته‌ام (tavânesté-am),من,present perfect,توانسته بودیم (tavânesté búdim),ما,توانسته بودم (tavânesté búdam),من,pluperfect
توانسته‌اید (tavânesté-id),شما,توانسته‌ای (tavânesté-i),تو,توانسته بودید (tavânesté búdid),شما,توانسته بودی (tavânesté búdi),تو,,
توانسته‌اند (tavânesté-and),آنها,توانسته است (tavânesté ast),وی,توانسته بودند (tavânesté búdand),آنها,توانسته بود (tavânesté bud),وی,,
,,,,,,,,,
,خواهیم توانست (xâhím tavânest),ما,خواهم توانست (xâhám tavânest),من,future,,,,
خواهید توانست (xâhíd tavânest),شما,خواهی توانست (xâhí tavânest),تو,,,,,,
خواهند توانست (xâhánd tavânest),آنها,خواهد توانست (xâhád tavânest),وی,,,,,,
subjunctive,,,,,,,,,
توانسته باشیم (tavânesté bấšim),ما,توانسته باشم (tavânesté bấšam),من,past,بتوانیم (bétavânim),ما,بتوانم (bétavânam),من,present
توانسته باشید (tavânesté bấšid),شما,توانسته باشی (tavânesté bấši),تو,بتوانید (bétavânid),شما,بتوانی (bétavâni),تو,,
توانسته باشند (tavânesté bấšand),آنها,توانسته باشد (tavânesté bấšad),وی,بتوانند (bétavânand),آنها,بتواند (bétavânad),وی,,
تونستن (tunestán),infinitive,,,,,,,,
,,,,,,,,,
تونست (tunest),past stem,تون (tun),present stem,,,,,,
indicative,,,,,,,,,
تونستیم (tunéstim),ما,تونستم (tunéstam),من,past,تونیم (túnim),ما,تونم (túnam),من,aorist
تونستین (tunéstin),شما,تونستی (tunésti),تو,تونین (túnin),شما,تونی (túni),تو,,
تونستن (tunéstan),اونها,تونست (tunést),او,تونن (túnan),اونها,تونه (túne),او,,
,,,,,,,,,
می‌تونستیم (mí-tunestim),ما,می‌تونستم (mí-tunestam),من,past (imperfect),می‌تونیم (mí-tunim),ما,می‌تونم (mí-tunam),من,present (imperfect)
می‌تونستین (mí-tunestin),شما,می‌تونستی (mí-tunesti),تو,می‌تونین (mí-tunin),شما,می‌تونی (mí-tuni),تو,,
می‌تونستن (mí-tunestan),اونها,می‌تونست (mí-tunest),او,می‌تونن (mí-tunan),اونها,می‌تونه (mí-tune),او,,
,,,,,,,,,
تونسته‌ایم (tunest'ím),ما,تونسته‌ام (tunest'ám),من,present perfect,تونسته بودیم (tunesté búdim),ما,تونسته بودم (tunesté búdam),من,pluperfect
تونسته‌این (tunest'ín),شما,تونسته‌ای (tunest'í),تو,تونسته بودین (tunesté búdin),شما,تونسته بودی (tunesté búdi),تو,,
تونسته‌ان (tunest'án),اونها,تونسته (tunesté),او,تونسته بودن (tunesté búdan),اونها,تونسته بود (tunesté bud),او,,
subjunctive,,,,,,,,,
تونسته باشیم (tunesté bấšim),ما,تونسته باشم (tunesté bấšam),من,past,بتونیم (bétunim),ما,بتونم (bétunam),من,present
تونسته باشین (tunesté bấšin),شما,تونسته باشی (tunesté bấši),تو,بتونین (bétunin),شما,بتونی (bétuni),تو,,
تونسته باشن (tunesté bấšan),اونها,تونسته باشه (tunesté bấše),او,بتونن (bétunan),اونها,بتونه (bétune),او,,
