0,1,2,3,4
Dari,سرخ,,,
Iranian Persian,سرخ,,,
Tajik,сурх ‎(surx),,,
bare,سرخ (sorx),,,
ezâfé,سرخ (sorx-e),,,
"marked indefinite, relative definite",سرخی (sorx-i),,,
,singular,plural,,
first person (my/our),سرخم (sorxam),سرخمان (sorxemân)sorxemun (colloquial),,
second person (your),سرخت (sorxat)sorxet (colloquial),سرختان (sorxetân)sorxetun (colloquial),,
"third person (his, her, its/their)",سرخش (sorxaš) sorxeš (colloquial),سرخشان (sorxešân) sorxešun (colloquial),,
,singular,plural,,
1st person (I am/we are),سرخم (sorxam),سرخیم (sorxim),,
2nd person (you are),سرخی (sorxi),سرخید (sorxid)سرخین (sorxin) (colloquial),,
"3rd person (he, she, it is/they are)",سرخ است (sorx ast) سرخه (sorxe) (colloquial),سرخند (sorxand) سرخن (sorxan) (colloquial),,
Colors in Persian · رنگ‌ها ‎(rang-hâ) (layout · text),,,,
سرخ ‎(sorx),"سبز ‎(sabz),سوز ‎(sowz)",زرد,?,"سفید ‎(safid, sefid),سفی ‎(?)"
زرشکی ‎(zereški),?,?,?,?
?,آبی ‎(âbi),نارنجی ‎(nârenji),"خاکستری ‎(xâkestari),توسی ‎(tusi)",?
"سیاه ‎(siyah),سه ‎(seh)",بنفش ‎(zard),"قهوه‌ای ‎(qahve'i),بور ‎(bur)",?,?
