0,1,2,3,4,5,6,7,8,9
میل داشتن (meyl dâštan),infinitive,,,,,,,,
,,,,,,,,,
میل داشت (meyl dâšt),past stem,میل دار (meyl dâr),present stem,,,,,,
میل داشته (meyl dâšte),past participle,میل دارنده (meyl dârande),present participle,,,,,,
indicative,,,,,,,,,
میل داشتیم (meyl dâštim),ما,میل داشتم (meyl dâštam),من,past,میل داریم (meyl dârim),ما,میل دارم (meyl dâram),من,present
میل داشتید (meyl dâštid),شما,میل داشتی (meyl dâšti),تو,میل دارید (meyl dârid),شما,میل داری (meyl dâri),تو,,
میل داشتند (meyl dâštand),آنها,میل داشت (meyl dâšt),او,میل دارند (meyl dârand),آنها,میل دارد (meyl dârad),او,,
,,,,,,,,,
میل داشته‌ایم (meyl dâšte-im),ما,میل داشته‌ام (meyl dâšte-am),من,present perfect,میل داشته بودیم (meyl dâšte budim),ما,میل داشته بودم (meyl dâšte budam),من,pluperfect
میل داشته‌اید (meyl dâšte-id),شما,میل داشته‌ای (meyl dâšte-i),تو,میل داشته بودید (meyl dâšte budid),شما,میل داشته بودی (meyl dâšte budi),تو,,
میل داشته‌اند (meyl dâšte-and),آنها,میل داشته است (meyl dâšte ast),او,میل داشته بودند (meyl dâšte budand),آنها,میل داشته بود (meyl dâšte bud),او,,
,,,,,,,,,
,میل خواهیم داشت (meyl xâhim dâšt),ما,میل خواهم داشت (meyl xâham dâšt),من,future,,,,
میل خواهید داشت (meyl xâhid dâšt),شما,میل خواهی داشت (meyl xâhi dâšt),تو,,,,,,
میل خواهند داشت (meyl xâhand dâšt),آنها,میل خواهد داشت (meyl xâhad dâšt),او,,,,,,
subjunctive and imperative,,,,,,,,,
میل داشته باشید (meyl dâšte bâšid),شما,میل داشته باش (meyl dâšte bâš),تو,imperative,میل داشته باشیم (meyl dâšte bâšim),ما,میل داشته باشم (meyl dâšte bâšam),من,past subjunctive
میل داشته باشید (meyl dâšte bâšid),شما,میل داشته باشی (meyl dâšte bâši),تو,,,,,,
میل داشته باشند (meyl dâšte bâšand),آنها,میل داشته باشد (meyl dâšte bâšad),او,,,,,,
میل داشتن (meyl dâštan),infinitive,,,,,,,,
,,,,,,,,,
میل داشت (meyl dâšt),past stem,میل دار (meyl dâr),present stem,,,,,,
میل داشته (meyl dâšte),past participle,میل دارنده (meyl dârande),present participle,,,,,,
indicative,,,,,,,,,
میل داشتیم (meyl dâštim),ما,میل داشتم (meyl dâštam),من,past,میل داریم (meyl dârim),ما,میل دارم (meyl dâram),من,present
میل داشتین (meyl dâštin),شما,میل داشتی (meyl dâšti),تو,میل دارین (meyl dârin),شما,میل داری (meyl dâri),تو,,
میل داشتن (meyl dâštan),آنها,میل داشت (meyl dâšt),او,میل دارن (meyl dâran),آنها,میل داره (meyl dâre),او,,
,,,,,,,,,
میل داشته‌ایم (meyl dâšt'im),ما,میل داشته‌ام (meyl dâšt'am),من,present perfect,میل داشته بودیم (meyl dâšte budim),ما,میل داشته بودم (meyl dâšte budam),من,pluperfect
میل داشته‌این (meyl dâšt'in),شما,میل داشته‌ای (meyl dâšt'i),تو,میل داشته بودین (meyl dâšte budin),شما,میل داشته بودی (meyl dâšte budi),تو,,
میل داشته‌ان (meyl dâšt'an),آنها,میل داشته (meyl dâšte),او,میل داشته بودن (meyl dâšte budan),آنها,میل داشته بود (meyl dâšte bud),او,,
subjunctive and imperative,,,,,,,,,
میل داشته باشین (meyl dâšte bâšin),شما,میل داشته باش (meyl dâšte bâš),تو,imperative,میل داشته باشیم (meyl dâšte bâšim),ما,میل داشته باشم (meyl dâšte bâšam),من,past subjunctive
میل داشته باشین (meyl dâšte bâšin),شما,میل داشته باشی (meyl dâšte bâši),تو,,,,,,
میل داشته باشن (meyl dâšte bâšan),آنها,میل داشته باشه (meyl dâšte bâše),او,,,,,,
