0,1,2
Dari,مهاجم,
Iranian Persian,مهاجم,
Tajik,муҳоҷим ‎(muhojim),
bare,مهاجم (mohâjem),
ezâfé,مهاجم (mohâjem-e),
"marked indefinite, relative definite",مهاجمی (mohâjem-i),
,singular,plural
first person (my/our),مهاجمم (mohâjemam),مهاجممان (mohâjememân)mohâjememun (colloquial)
second person (your),مهاجمت (mohâjemat)mohâjemet (colloquial),مهاجمتان (mohâjemetân)mohâjemetun (colloquial)
"third person (his, her, its/their)",مهاجمش (mohâjemaš) mohâjemeš (colloquial),مهاجمشان (mohâjemešân) mohâjemešun (colloquial)
,singular,plural
1st person (I am/we are),مهاجمم (mohâjemam),مهاجمیم (mohâjemim)
2nd person (you are),مهاجمی (mohâjemi),مهاجمید (mohâjemid)مهاجمین (mohâjemin) (colloquial)
"3rd person (he, she, it is/they are)",مهاجم است (mohâjem ast) مهاجمه (mohâjeme) (colloquial),مهاجمند (mohâjemand) مهاجمن (mohâjeman) (colloquial)
