0,1,2,3,4,5,6,7,8,9
verbal nounsالْمَصَادِر,قُرْب or مَقْرَبَةqurb or maqraba,,,,,,,,
active participleاِسْم الْفَاعِل,قَارِبqārib,,,,,,,,
passive participleاِسْم الْامَفْعُول,مَقْرُوبmaqrūb,,,,,,,,
active voiceالْفِعْل الْمَعْلُوم,,,,,,,,,
,singularالْمُفْرَد,,dualالْمُثَنَّى,,pluralالْجَمْع,,,,
,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,2nd personالْمُخَاطَب,3rd personالْغَائِب,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,
past (perfect) indicativeالْمَاضِي,m,قَرُبْتُqarubtu,قَرُبْتَqarubta,قَرُبَqaruba,قَرُبْتُمَاqarubtumā,قَرُبَاqarubā,قَرُبْنَاqarubnā,قَرُبْتُمْqarubtum,قَرُبُواqarubū
f,قَرُبْتِqarubti,قَرُبَتْqarubat,قَرُبَتَاqarubatā,قَرُبْتُنَّqarubtunna,قَرُبْنَqarubna,,,,
non-past (imperfect) indicativeالْمُضَارِع,m,أَقْرُبُʾaqrubu,تَقْرُبُtaqrubu,يَقْرُبُyaqrubu,تَقْرُبَانِtaqrubāni,يَقْرُبَانِyaqrubāni,نَقْرُبُnaqrubu,تَقْرُبُونَtaqrubūna,يَقْرُبُونَyaqrubūna
f,تَقْرُبِينَtaqrubīna,تَقْرُبُtaqrubu,تَقْرُبَانِtaqrubāni,تَقْرُبْنَtaqrubna,يَقْرُبْنَyaqrubna,,,,
subjunctiveالْمُضَارِع الْمَنْصُوب,m,أَقْرُبَʾaqruba,تَقْرُبَtaqruba,يَقْرُبَyaqruba,تَقْرُبَاtaqrubā,يَقْرُبَاyaqrubā,نَقْرُبَnaqruba,تَقْرُبُوtaqrubū,يَقْرُبُوyaqrubū
f,تَقْرُبِيtaqrubī,تَقْرُبَtaqruba,تَقْرُبَاtaqrubā,تَقْرُبْنَtaqrubna,يَقْرُبْنَyaqrubna,,,,
jussiveالْمُضَارِع الْمَجْزُوم,m,أَقْرُبْʾaqrub,تَقْرُبْtaqrub,يَقْرُبْyaqrub,تَقْرُبَاtaqrubā,يَقْرُبَاyaqrubā,نَقْرُبْnaqrub,تَقْرُبُوtaqrubū,يَقْرُبُوyaqrubū
f,تَقْرُبِيtaqrubī,تَقْرُبْtaqrub,تَقْرُبَاtaqrubā,تَقْرُبْنَtaqrubna,يَقْرُبْنَyaqrubna,,,,
imperativeالْأَمْر,m,,اُقْرُبْuqrub,,اُقْرُبَاuqrubā,,,اُقْرُبُوuqrubū,
f,اُقْرُبِيuqrubī,اُقْرُبْنَuqrubna,,,,,,,
passive voiceالْفِعْل الْمَجْهُول,,,,,,,,,
,singularالْمُفْرَد,,dualالْمُثَنَّى,,pluralالْجَمْع,,,,
,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,2nd personالْمُخَاطَب,3rd personالْغَائِب,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,
past (perfect) indicativeالْمَاضِي,m,—,—,قُرِبَquriba,—,—,—,—,—
f,—,—,—,—,—,,,,
non-past (imperfect) indicativeالْمُضَارِع,m,—,—,يُقْرَبُyuqrabu,—,—,—,—,—
f,—,—,—,—,—,,,,
subjunctiveالْمُضَارِع الْمَنْصُوب,m,—,—,يُقْرَبَyuqraba,—,—,—,—,—
f,—,—,—,—,—,,,,
jussiveالْمُضَارِع الْمَجْزُوم,m,—,—,يُقْرَبْyuqrab,—,—,—,—,—
f,—,—,—,—,—,,,,
verbal nounsالْمَصَادِر,قِرْبَان or قُرْبَانqirbān or qurbān,,,,,,,,
active participleاِسْم الْفَاعِل,قَارِبqārib,,,,,,,,
passive participleاِسْم الْامَفْعُول,مَقْرُوبmaqrūb,,,,,,,,
active voiceالْفِعْل الْمَعْلُوم,,,,,,,,,
,singularالْمُفْرَد,,dualالْمُثَنَّى,,pluralالْجَمْع,,,,
,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,2nd personالْمُخَاطَب,3rd personالْغَائِب,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,
past (perfect) indicativeالْمَاضِي,m,قَرِبْتُqaribtu,قَرِبْتَqaribta,قَرِبَqariba,قَرِبْتُمَاqaribtumā,قَرِبَاqaribā,قَرِبْنَاqaribnā,قَرِبْتُمْqaribtum,قَرِبُواqaribū
f,قَرِبْتِqaribti,قَرِبَتْqaribat,قَرِبَتَاqaribatā,قَرِبْتُنَّqaribtunna,قَرِبْنَqaribna,,,,
non-past (imperfect) indicativeالْمُضَارِع,m,أَقْرَبُʾaqrabu,تَقْرَبُtaqrabu,يَقْرَبُyaqrabu,تَقْرَبَانِtaqrabāni,يَقْرَبَانِyaqrabāni,نَقْرَبُnaqrabu,تَقْرَبُونَtaqrabūna,يَقْرَبُونَyaqrabūna
f,تَقْرَبِينَtaqrabīna,تَقْرَبُtaqrabu,تَقْرَبَانِtaqrabāni,تَقْرَبْنَtaqrabna,يَقْرَبْنَyaqrabna,,,,
subjunctiveالْمُضَارِع الْمَنْصُوب,m,أَقْرَبَʾaqraba,تَقْرَبَtaqraba,يَقْرَبَyaqraba,تَقْرَبَاtaqrabā,يَقْرَبَاyaqrabā,نَقْرَبَnaqraba,تَقْرَبُوtaqrabū,يَقْرَبُوyaqrabū
f,تَقْرَبِيtaqrabī,تَقْرَبَtaqraba,تَقْرَبَاtaqrabā,تَقْرَبْنَtaqrabna,يَقْرَبْنَyaqrabna,,,,
jussiveالْمُضَارِع الْمَجْزُوم,m,أَقْرَبْʾaqrab,تَقْرَبْtaqrab,يَقْرَبْyaqrab,تَقْرَبَاtaqrabā,يَقْرَبَاyaqrabā,نَقْرَبْnaqrab,تَقْرَبُوtaqrabū,يَقْرَبُوyaqrabū
f,تَقْرَبِيtaqrabī,تَقْرَبْtaqrab,تَقْرَبَاtaqrabā,تَقْرَبْنَtaqrabna,يَقْرَبْنَyaqrabna,,,,
imperativeالْأَمْر,m,,اِقْرَبْiqrab,,اِقْرَبَاiqrabā,,,اِقْرَبُوiqrabū,
f,اِقْرَبِيiqrabī,اِقْرَبْنَiqrabna,,,,,,,
passive voiceالْفِعْل الْمَجْهُول,,,,,,,,,
,singularالْمُفْرَد,,dualالْمُثَنَّى,,pluralالْجَمْع,,,,
,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,2nd personالْمُخَاطَب,3rd personالْغَائِب,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,
past (perfect) indicativeالْمَاضِي,m,قُرِبْتُquribtu,قُرِبْتَquribta,قُرِبَquriba,قُرِبْتُمَاquribtumā,قُرِبَاquribā,قُرِبْنَاquribnā,قُرِبْتُمْquribtum,قُرِبُواquribū
f,قُرِبْتِquribti,قُرِبَتْquribat,قُرِبَتَاquribatā,قُرِبْتُنَّquribtunna,قُرِبْنَquribna,,,,
non-past (imperfect) indicativeالْمُضَارِع,m,أُقْرَبُʾuqrabu,تُقْرَبُtuqrabu,يُقْرَبُyuqrabu,تُقْرَبَانِtuqrabāni,يُقْرَبَانِyuqrabāni,نُقْرَبُnuqrabu,تُقْرَبُونَtuqrabūna,يُقْرَبُونَyuqrabūna
f,تُقْرَبِينَtuqrabīna,تُقْرَبُtuqrabu,تُقْرَبَانِtuqrabāni,تُقْرَبْنَtuqrabna,يُقْرَبْنَyuqrabna,,,,
subjunctiveالْمُضَارِع الْمَنْصُوب,m,أُقْرَبَʾuqraba,تُقْرَبَtuqraba,يُقْرَبَyuqraba,تُقْرَبَاtuqrabā,يُقْرَبَاyuqrabā,نُقْرَبَnuqraba,تُقْرَبُوtuqrabū,يُقْرَبُوyuqrabū
f,تُقْرَبِيtuqrabī,تُقْرَبَtuqraba,تُقْرَبَاtuqrabā,تُقْرَبْنَtuqrabna,يُقْرَبْنَyuqrabna,,,,
jussiveالْمُضَارِع الْمَجْزُوم,m,أُقْرَبْʾuqrab,تُقْرَبْtuqrab,يُقْرَبْyuqrab,تُقْرَبَاtuqrabā,يُقْرَبَاyuqrabā,نُقْرَبْnuqrab,تُقْرَبُوtuqrabū,يُقْرَبُوyuqrabū
f,تُقْرَبِيtuqrabī,تُقْرَبْtuqrab,تُقْرَبَاtuqrabā,تُقْرَبْنَtuqrabna,يُقْرَبْنَyuqrabna,,,,
verbal nounالْمَصْدَر,تَقْرِيبtaqrīb,,,,,,,,
active participleاِسْم الْفَاعِل,مُقَرِّبmuqarrib,,,,,,,,
passive participleاِسْم الْامَفْعُول,مُقَرَّبmuqarrab,,,,,,,,
active voiceالْفِعْل الْمَعْلُوم,,,,,,,,,
,singularالْمُفْرَد,,dualالْمُثَنَّى,,pluralالْجَمْع,,,,
,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,2nd personالْمُخَاطَب,3rd personالْغَائِب,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,
past (perfect) indicativeالْمَاضِي,m,قَرَّبْتُqarrabtu,قَرَّبْتَqarrabta,قَرَّبَqarraba,قَرَّبْتُمَاqarrabtumā,قَرَّبَاqarrabā,قَرَّبْنَاqarrabnā,قَرَّبْتُمْqarrabtum,قَرَّبُواqarrabū
f,قَرَّبْتِqarrabti,قَرَّبَتْqarrabat,قَرَّبَتَاqarrabatā,قَرَّبْتُنَّqarrabtunna,قَرَّبْنَqarrabna,,,,
non-past (imperfect) indicativeالْمُضَارِع,m,أُقَرِّبُʾuqarribu,تُقَرِّبُtuqarribu,يُقَرِّبُyuqarribu,تُقَرِّبَانِtuqarribāni,يُقَرِّبَانِyuqarribāni,نُقَرِّبُnuqarribu,تُقَرِّبُونَtuqarribūna,يُقَرِّبُونَyuqarribūna
f,تُقَرِّبِينَtuqarribīna,تُقَرِّبُtuqarribu,تُقَرِّبَانِtuqarribāni,تُقَرِّبْنَtuqarribna,يُقَرِّبْنَyuqarribna,,,,
subjunctiveالْمُضَارِع الْمَنْصُوب,m,أُقَرِّبَʾuqarriba,تُقَرِّبَtuqarriba,يُقَرِّبَyuqarriba,تُقَرِّبَاtuqarribā,يُقَرِّبَاyuqarribā,نُقَرِّبَnuqarriba,تُقَرِّبُوtuqarribū,يُقَرِّبُوyuqarribū
f,تُقَرِّبِيtuqarribī,تُقَرِّبَtuqarriba,تُقَرِّبَاtuqarribā,تُقَرِّبْنَtuqarribna,يُقَرِّبْنَyuqarribna,,,,
jussiveالْمُضَارِع الْمَجْزُوم,m,أُقَرِّبْʾuqarrib,تُقَرِّبْtuqarrib,يُقَرِّبْyuqarrib,تُقَرِّبَاtuqarribā,يُقَرِّبَاyuqarribā,نُقَرِّبْnuqarrib,تُقَرِّبُوtuqarribū,يُقَرِّبُوyuqarribū
