0,1,2,3,4,5,6,7,8,9
verbal nounsالْمَصَادِر,وُدّ or وِدّ or وَدّ or مَوَدَّة or مِوَدَّة or مَوِدَّة or مَوْدِدَة or مَوْدَدَة or وِدَاد or وَدَاد or وُدَاد or وَدَادَة or وِدَادَة or وُدَادَة or مَوْدُودَةwudd or widd or wadd or mawadda or miwadda or mawidda or mawdida or mawdada or widād or wadād or wudād or wadāda or widāda or wudāda or mawdūda,,,,,,,,
active participleاِسْم الْفَاعِل,وَادّwādd,,,,,,,,
passive participleاِسْم الْامَفْعُول,مَوْدُودmawdūd,,,,,,,,
active voiceالْفِعْل الْمَعْلُوم,,,,,,,,,
,singularالْمُفْرَد,,dualالْمُثَنَّى,,pluralالْجَمْع,,,,
,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,2nd personالْمُخَاطَب,3rd personالْغَائِب,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,
past (perfect) indicativeالْمَاضِي,m,وَدِدْتُwadidtu,وَدِدْتَwadidta,وَدَّwadda,وَدِدْتُمَاwadidtumā,وَدَّاwaddā,وَدِدْنَاwadidnā,وَدِدْتُمْwadidtum,وَدُّواwaddū
f,وَدِدْتِwadidti,وَدَّتْwaddat,وَدَّتَاwaddatā,وَدِدْتُنَّwadidtunna,وَدِدْنَwadidna,,,,
non-past (imperfect) indicativeالْمُضَارِع,m,أَوَدُّʾawaddu,تَوَدُّtawaddu,يَوَدُّyawaddu,تَوَدَّانِtawaddāni,يَوَدَّانِyawaddāni,نَوَدُّnawaddu,تَوَدُّونَtawaddūna,يَوَدُّونَyawaddūna
f,تَوَدِّينَtawaddīna,تَوَدُّtawaddu,تَوَدَّانِtawaddāni,تَوْدَدْنَtawdadna,يَوْدَدْنَyawdadna,,,,
subjunctiveالْمُضَارِع الْمَنْصُوب,m,أَوَدَّʾawadda,تَوَدَّtawadda,يَوَدَّyawadda,تَوَدَّاtawaddā,يَوَدَّاyawaddā,نَوَدَّnawadda,تَوَدُّوtawaddū,يَوَدُّوyawaddū
f,تَوَدِّيtawaddī,تَوَدَّtawadda,تَوَدَّاtawaddā,تَوْدَدْنَtawdadna,يَوْدَدْنَyawdadna,,,,
jussiveالْمُضَارِع الْمَجْزُوم,m,أَوَدَّ or أَوَدِّ or أَوْدَدْʾawadda or ʾawaddi or ʾawdad,تَوَدَّ or تَوَدِّ or تَوْدَدْtawadda or tawaddi or tawdad,يَوَدَّ or يَوَدِّ or يَوْدَدْyawadda or yawaddi or yawdad,تَوَدَّاtawaddā,يَوَدَّاyawaddā,نَوَدَّ or نَوَدِّ or نَوْدَدْnawadda or nawaddi or nawdad,تَوَدُّوtawaddū,يَوَدُّوyawaddū
f,تَوَدِّيtawaddī,تَوَدَّ or تَوَدِّ or تَوْدَدْtawadda or tawaddi or tawdad,تَوَدَّاtawaddā,تَوْدَدْنَtawdadna,يَوْدَدْنَyawdadna,,,,
imperativeالْأَمْر,m,,وَدَّ or وَدِّ or اِيدَدْwadda or waddi or īdad,,وَدَّاwaddā,,,وَدُّوwaddū,
f,وَدِّيwaddī,اِيدَدْنَīdadna,,,,,,,
passive voiceالْفِعْل الْمَجْهُول,,,,,,,,,
,singularالْمُفْرَد,,dualالْمُثَنَّى,,pluralالْجَمْع,,,,
,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,2nd personالْمُخَاطَب,3rd personالْغَائِب,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,
past (perfect) indicativeالْمَاضِي,m,وُدِدْتُwudidtu,وُدِدْتَwudidta,وُدَّwudda,وُدِدْتُمَاwudidtumā,وُدَّاwuddā,وُدِدْنَاwudidnā,وُدِدْتُمْwudidtum,وُدُّواwuddū
f,وُدِدْتِwudidti,وُدَّتْwuddat,وُدَّتَاwuddatā,وُدِدْتُنَّwudidtunna,وُدِدْنَwudidna,,,,
non-past (imperfect) indicativeالْمُضَارِع,m,أُوَدُّʾuwaddu,تُوَدُّtuwaddu,يُوَدُّyuwaddu,تُوَدَّانِtuwaddāni,يُوَدَّانِyuwaddāni,نُوَدُّnuwaddu,تُوَدُّونَtuwaddūna,يُوَدُّونَyuwaddūna
f,تُوَدِّينَtuwaddīna,تُوَدُّtuwaddu,تُوَدَّانِtuwaddāni,تُودَدْنَtūdadna,يُودَدْنَyūdadna,,,,
subjunctiveالْمُضَارِع الْمَنْصُوب,m,أُوَدَّʾuwadda,تُوَدَّtuwadda,يُوَدَّyuwadda,تُوَدَّاtuwaddā,يُوَدَّاyuwaddā,نُوَدَّnuwadda,تُوَدُّوtuwaddū,يُوَدُّوyuwaddū
f,تُوَدِّيtuwaddī,تُوَدَّtuwadda,تُوَدَّاtuwaddā,تُودَدْنَtūdadna,يُودَدْنَyūdadna,,,,
jussiveالْمُضَارِع الْمَجْزُوم,m,أُوَدَّ or أُوَدِّ or أُودَدْʾuwadda or ʾuwaddi or ʾūdad,تُوَدَّ or تُوَدِّ or تُودَدْtuwadda or tuwaddi or tūdad,يُوَدَّ or يُوَدِّ or يُودَدْyuwadda or yuwaddi or yūdad,تُوَدَّاtuwaddā,يُوَدَّاyuwaddā,نُوَدَّ or نُوَدِّ or نُودَدْnuwadda or nuwaddi or nūdad,تُوَدُّوtuwaddū,يُوَدُّوyuwaddū
f,تُوَدِّيtuwaddī,تُوَدَّ or تُوَدِّ or تُودَدْtuwadda or tuwaddi or tūdad,تُوَدَّاtuwaddā,تُودَدْنَtūdadna,يُودَدْنَyūdadna,,,,
verbal nounsالْمَصَادِر,وَدّ or وُدّ or وَدَادَةwadd or wudd or wadāda,,,,,,,,
active participleاِسْم الْفَاعِل,وَادّwādd,,,,,,,,
passive participleاِسْم الْامَفْعُول,مَوْدُودmawdūd,,,,,,,,
active voiceالْفِعْل الْمَعْلُوم,,,,,,,,,
,singularالْمُفْرَد,,dualالْمُثَنَّى,,pluralالْجَمْع,,,,
,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,2nd personالْمُخَاطَب,3rd personالْغَائِب,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,
