0,1,2,3,4,5,6,7,8,9
Singular,basic singular triptote,,,,,,,,
Indefinite,Definite,Construct,,,,,,,
Informal,مَنّmann,الْمَنّal-mann,مَنّmann,,,,,,
Nominative,مَنٌّmannun,الْمَنُّal-mannu,مَنُّmannu,,,,,,
Accusative,مَنًّاmannan,الْمَنَّal-manna,مَنَّmanna,,,,,,
Genitive,مَنٍّmannin,الْمَنِّal-manni,مَنِّmanni,,,,,,
Base form,مِنْ ‎(min),,,,,,,,
Personal-pronoun-including forms,Singular,Dual,Plural,,,,,,
Masculine,Feminine,Common,Masculine,Feminine,,,,,
First person,مِنِّي ‎(minnī),,مِنَّا ‎(minnā),,,,,,
Second person,مِنْكَ ‎(minka),مِنْكِ ‎(minki),مِنْكُمَا ‎(minkumā),مِنْكُمْ ‎(minkum),مِنْكُنَّ ‎(minkunna),,,,
Third person,مِنْهُ ‎(minhu),مِنْهَا ‎(minhā),مِنْهُمَا ‎(minhumā),مِنْهُمْ ‎(minhum),مِنْهُنَّ ‎(minhunna),,,,
Base form,مِنْ ‎(min),,,,,,,,
Personal-pronoun-including forms,Singular,Dual,Plural,,,,,,
Masculine,Feminine,Common,Masculine,Feminine,,,,,
First person,مِنِّي ‎(minnī),,مِنِّنَا ‎(minninā),,,,,,
Second person,مِنْكَ ‎(minka),مِنْكِ ‎(minki),مِنْكُمَا ‎(minkumā),مِنُّكُمْ ‎(minnukum),مِنْكُنَّ ‎(minkunna),,,,
Third person,مِنْهُ ‎(minhu),مِنَّهَا ‎(minnahā),مِنْهُمَا ‎(minhumā),مِنُّهُمْ ‎(minnuhum),مِنْهُنَّ ‎(minhunna),,,,
verbal nounالْمَصْدَر,مَنّmann,,,,,,,,
active participleاِسْم الْفَاعِل,مَانّmānn,,,,,,,,
passive participleاِسْم الْامَفْعُول,مَمْنُونmamnūn,,,,,,,,
active voiceالْفِعْل الْمَعْلُوم,,,,,,,,,
,singularالْمُفْرَد,,dualالْمُثَنَّى,,pluralالْجَمْع,,,,
,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,2nd personالْمُخَاطَب,3rd personالْغَائِب,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,
past (perfect) indicativeالْمَاضِي,m,مَنَنْتُmanantu,مَنَنْتَmananta,مَنَّmanna,مَنَنْتُمَاmanantumā,مَنَّاmannā,مَنَنَّاmanannā,مَنَنْتُمْmanantum,مَنُّواmannū
f,مَنَنْتِmananti,مَنَّتْmannat,مَنَّتَاmannatā,مَنَنْتُنَّmanantunna,مَنَنَّmananna,,,,
non-past (imperfect) indicativeالْمُضَارِع,m,أَمُنُّʾamunnu,تَمُنُّtamunnu,يَمُنُّyamunnu,تَمُنَّانِtamunnāni,يَمُنَّانِyamunnāni,نَمُنُّnamunnu,تَمُنُّونَtamunnūna,يَمُنُّونَyamunnūna
f,تَمُنِّينَtamunnīna,تَمُنُّtamunnu,تَمُنَّانِtamunnāni,تَمْنُنَّtamnunna,يَمْنُنَّyamnunna,,,,
subjunctiveالْمُضَارِع الْمَنْصُوب,m,أَمُنَّʾamunna,تَمُنَّtamunna,يَمُنَّyamunna,تَمُنَّاtamunnā,يَمُنَّاyamunnā,نَمُنَّnamunna,تَمُنُّوtamunnū,يَمُنُّوyamunnū
f,تَمُنِّيtamunnī,تَمُنَّtamunna,تَمُنَّاtamunnā,تَمْنُنَّtamnunna,يَمْنُنَّyamnunna,,,,
jussiveالْمُضَارِع الْمَجْزُوم,m,أَمُنَّ or أَمُنِّ or أَمْنُنْʾamunna or ʾamunni or ʾamnun,تَمُنَّ or تَمُنِّ or تَمْنُنْtamunna or tamunni or tamnun,يَمُنَّ or يَمُنِّ or يَمْنُنْyamunna or yamunni or yamnun,تَمُنَّاtamunnā,يَمُنَّاyamunnā,نَمُنَّ or نَمُنِّ or نَمْنُنْnamunna or namunni or namnun,تَمُنُّوtamunnū,يَمُنُّوyamunnū
f,تَمُنِّيtamunnī,تَمُنَّ or تَمُنِّ or تَمْنُنْtamunna or tamunni or tamnun,تَمُنَّاtamunnā,تَمْنُنَّtamnunna,يَمْنُنَّyamnunna,,,,
imperativeالْأَمْر,m,,مُنَّ or مُنِّ or اُمْنُنْmunna or munni or umnun,,مُنَّاmunnā,,,مُنُّوmunnū,
f,مُنِّيmunnī,اُمْنُنَّumnunna,,,,,,,
passive voiceالْفِعْل الْمَجْهُول,,,,,,,,,
,singularالْمُفْرَد,,dualالْمُثَنَّى,,pluralالْجَمْع,,,,
,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,2nd personالْمُخَاطَب,3rd personالْغَائِب,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,
past (perfect) indicativeالْمَاضِي,m,—,—,مُنَّmunna,—,—,—,—,—
f,—,—,—,—,—,,,,
non-past (imperfect) indicativeالْمُضَارِع,m,—,—,يُمَنُّyumannu,—,—,—,—,—
f,—,—,—,—,—,,,,
subjunctiveالْمُضَارِع الْمَنْصُوب,m,—,—,يُمَنَّyumanna,—,—,—,—,—
f,—,—,—,—,—,,,,
jussiveالْمُضَارِع الْمَجْزُوم,m,—,—,يُمَنَّ or يُمَنِّ or يُمْنَنْyumanna or yumanni or yumnan,—,—,—,—,—
f,—,—,—,—,—,,,,
