0,1,2,3,4,5,6,7,8,9
verbal nounالْمَصْدَر,مَوْهmawh,,,,,,,,
active participleاِسْم الْفَاعِل,مَائِهmāʾih,,,,,,,,
passive participleاِسْم الْامَفْعُول,مَمُوهmamūh,,,,,,,,
active voiceالْفِعْل الْمَعْلُوم,,,,,,,,,
,singularالْمُفْرَد,,dualالْمُثَنَّى,,pluralالْجَمْع,,,,
,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,2nd personالْمُخَاطَب,3rd personالْغَائِب,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,
past (perfect) indicativeالْمَاضِي,m,مُهْتُmuhtu,مُهْتَmuhta,مَاهَmāha,مُهْتُمَاmuhtumā,مَاهَاmāhā,مُهْنَاmuhnā,مُهْتُمْmuhtum,مَاهُواmāhū
f,مُهْتِmuhti,مَاهَتْmāhat,مَاهَتَاmāhatā,مُهْتُنَّmuhtunna,مُهْنَmuhna,,,,
non-past (imperfect) indicativeالْمُضَارِع,m,أَمُوهُʾamūhu,تَمُوهُtamūhu,يَمُوهُyamūhu,تَمُوهَانِtamūhāni,يَمُوهَانِyamūhāni,نَمُوهُnamūhu,تَمُوهُونَtamūhūna,يَمُوهُونَyamūhūna
f,تَمُوهِينَtamūhīna,تَمُوهُtamūhu,تَمُوهَانِtamūhāni,تَمُهْنَtamuhna,يَمُهْنَyamuhna,,,,
subjunctiveالْمُضَارِع الْمَنْصُوب,m,أَمُوهَʾamūha,تَمُوهَtamūha,يَمُوهَyamūha,تَمُوهَاtamūhā,يَمُوهَاyamūhā,نَمُوهَnamūha,تَمُوهُوtamūhū,يَمُوهُوyamūhū
f,تَمُوهِيtamūhī,تَمُوهَtamūha,تَمُوهَاtamūhā,تَمُهْنَtamuhna,يَمُهْنَyamuhna,,,,
jussiveالْمُضَارِع الْمَجْزُوم,m,أَمُهْʾamuh,تَمُهْtamuh,يَمُهْyamuh,تَمُوهَاtamūhā,يَمُوهَاyamūhā,نَمُهْnamuh,تَمُوهُوtamūhū,يَمُوهُوyamūhū
f,تَمُوهِيtamūhī,تَمُهْtamuh,تَمُوهَاtamūhā,تَمُهْنَtamuhna,يَمُهْنَyamuhna,,,,
imperativeالْأَمْر,m,,مُهْmuh,,مُوهَاmūhā,,,مُوهُوmūhū,
f,مُوهِيmūhī,مُهْنَmuhna,,,,,,,
passive voiceالْفِعْل الْمَجْهُول,,,,,,,,,
,singularالْمُفْرَد,,dualالْمُثَنَّى,,pluralالْجَمْع,,,,
,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,2nd personالْمُخَاطَب,3rd personالْغَائِب,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,
past (perfect) indicativeالْمَاضِي,m,مِهْتُmihtu,مِهْتَmihta,مِيهَmīha,مِهْتُمَاmihtumā,مِيهَاmīhā,مِهْنَاmihnā,مِهْتُمْmihtum,مِيهُواmīhū
f,مِهْتِmihti,مِيهَتْmīhat,مِيهَتَاmīhatā,مِهْتُنَّmihtunna,مِهْنَmihna,,,,
non-past (imperfect) indicativeالْمُضَارِع,m,أُمَاهُʾumāhu,تُمَاهُtumāhu,يُمَاهُyumāhu,تُمَاهَانِtumāhāni,يُمَاهَانِyumāhāni,نُمَاهُnumāhu,تُمَاهُونَtumāhūna,يُمَاهُونَyumāhūna
f,تُمَاهِينَtumāhīna,تُمَاهُtumāhu,تُمَاهَانِtumāhāni,تُمَهْنَtumahna,يُمَهْنَyumahna,,,,
subjunctiveالْمُضَارِع الْمَنْصُوب,m,أُمَاهَʾumāha,تُمَاهَtumāha,يُمَاهَyumāha,تُمَاهَاtumāhā,يُمَاهَاyumāhā,نُمَاهَnumāha,تُمَاهُوtumāhū,يُمَاهُوyumāhū
f,تُمَاهِيtumāhī,تُمَاهَtumāha,تُمَاهَاtumāhā,تُمَهْنَtumahna,يُمَهْنَyumahna,,,,
jussiveالْمُضَارِع الْمَجْزُوم,m,أُمَهْʾumah,تُمَهْtumah,يُمَهْyumah,تُمَاهَاtumāhā,يُمَاهَاyumāhā,نُمَهْnumah,تُمَاهُوtumāhū,يُمَاهُوyumāhū
f,تُمَاهِيtumāhī,تُمَهْtumah,تُمَاهَاtumāhā,تُمَهْنَtumahna,يُمَهْنَyumahna,,,,
verbal nounsالْمَصَادِر,مَوْه or مُؤُوه or مَاهَةmawh or muʾūh or māha,,,,,,,,
active participleاِسْم الْفَاعِل,مَائِهmāʾih,,,,,,,,
active voiceالْفِعْل الْمَعْلُوم,,,,,,,,,
,singularالْمُفْرَد,,dualالْمُثَنَّى,,pluralالْجَمْع,,,,
,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,2nd personالْمُخَاطَب,3rd personالْغَائِب,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,
past (perfect) indicativeالْمَاضِي,m,مُهْتُmuhtu,مُهْتَmuhta,مَاهَmāha,مُهْتُمَاmuhtumā,مَاهَاmāhā,مُهْنَاmuhnā,مُهْتُمْmuhtum,مَاهُواmāhū
f,مُهْتِmuhti,مَاهَتْmāhat,مَاهَتَاmāhatā,مُهْتُنَّmuhtunna,مُهْنَmuhna,,,,
non-past (imperfect) indicativeالْمُضَارِع,m,أَمُوهُʾamūhu,تَمُوهُtamūhu,يَمُوهُyamūhu,تَمُوهَانِtamūhāni,يَمُوهَانِyamūhāni,نَمُوهُnamūhu,تَمُوهُونَtamūhūna,يَمُوهُونَyamūhūna
f,تَمُوهِينَtamūhīna,تَمُوهُtamūhu,تَمُوهَانِtamūhāni,تَمُهْنَtamuhna,يَمُهْنَyamuhna,,,,
subjunctiveالْمُضَارِع الْمَنْصُوب,m,أَمُوهَʾamūha,تَمُوهَtamūha,يَمُوهَyamūha,تَمُوهَاtamūhā,يَمُوهَاyamūhā,نَمُوهَnamūha,تَمُوهُوtamūhū,يَمُوهُوyamūhū
f,تَمُوهِيtamūhī,تَمُوهَtamūha,تَمُوهَاtamūhā,تَمُهْنَtamuhna,يَمُهْنَyamuhna,,,,
jussiveالْمُضَارِع الْمَجْزُوم,m,أَمُهْʾamuh,تَمُهْtamuh,يَمُهْyamuh,تَمُوهَاtamūhā,يَمُوهَاyamūhā,نَمُهْnamuh,تَمُوهُوtamūhū,يَمُوهُوyamūhū
f,تَمُوهِيtamūhī,تَمُهْtamuh,تَمُوهَاtamūhā,تَمُهْنَtamuhna,يَمُهْنَyamuhna,,,,
