0,1,2,3,4,5
Audio,,(file),,,
Singular,basic singular triptote,,,,
Indefinite,Definite,Construct,,,
Informal,ضِدّḍidd,الضِّدّaḍ-ḍidd,ضِدّḍidd,,
Nominative,ضِدٌّḍiddun,الضِّدُّaḍ-ḍiddu,ضِدُّḍiddu,,
Accusative,ضِدًّاḍiddan,الضِّدَّaḍ-ḍidda,ضِدَّḍidda,,
Genitive,ضِدٍّḍiddin,الضِّدِّaḍ-ḍiddi,ضِدِّḍiddi,,
Dual,Indefinite,Definite,Construct,,
Informal,ضِدَّيْنḍiddayn,الضِّدَّيْنaḍ-ḍiddayn,ضِدَّيْḍidday,,
Nominative,ضِدَّانِḍiddāni,الضِّدَّانِaḍ-ḍiddāni,ضِدَّاḍiddā,,
Accusative,ضِدَّيْنِḍiddayni,الضِّدَّيْنِaḍ-ḍiddayni,ضِدَّيْḍidday,,
Genitive,ضِدَّيْنِḍiddayni,الضِّدَّيْنِaḍ-ḍiddayni,ضِدَّيْḍidday,,
Plural,basic broken plural triptote,,,,
Indefinite,Definite,Construct,,,
Informal,أَضْدَادʾaḍdād,الْأَضْدَادal-ʾaḍdād,أَضْدَادʾaḍdād,,
Nominative,أَضْدَادٌʾaḍdādun,الْأَضْدَادُal-ʾaḍdādu,أَضْدَادُʾaḍdādu,,
Accusative,أَضْدَادًاʾaḍdādan,الْأَضْدَادَal-ʾaḍdāda,أَضْدَادَʾaḍdāda,,
Genitive,أَضْدَادٍʾaḍdādin,الْأَضْدَادِal-ʾaḍdādi,أَضْدَادِʾaḍdādi,,
Base form,ضِدَّ ‎(ḍidda),,,,
Personal-pronoun-including forms,Singular,Dual,Plural,,
Masculine,Feminine,Common,Masculine,Feminine,
First person,ضِدِّي ‎(ḍiddī),,ضِدَّنَا ‎(ḍiddanā),,
Second person,ضِدَّكَ ‎(ḍiddaka),ضِدَّكِ ‎(ḍiddaki),ضِدَّكُمَا ‎(ḍiddakumā),ضِدَّكُمْ ‎(ḍiddakum),ضِدَّكُنَّ ‎(ḍiddakunna)
Third person,ضِدَّهُ ‎(ḍiddahu),ضِدَّهَا ‎(ḍiddahā),ضِدَّهُمَا ‎(ḍiddahumā),ضِدَّهُمْ ‎(ḍiddahum),ضِدَّهُنَّ ‎(ḍiddahunna)
