0,1,2,3,4,5,6,7,8,9
verbal nounالْمَصْدَر,غَلَطḡalaṭ,,,,,,,,
active participleاِسْم الْفَاعِل,غَالِطḡāliṭ,,,,,,,,
passive participleاِسْم الْامَفْعُول,مَغْلُوطmaḡlūṭ,,,,,,,,
active voiceالْفِعْل الْمَعْلُوم,,,,,,,,,
,singularالْمُفْرَد,,dualالْمُثَنَّى,,pluralالْجَمْع,,,,
,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,2nd personالْمُخَاطَب,3rd personالْغَائِب,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,
past (perfect) indicativeالْمَاضِي,m,غَلِطْتُḡaliṭtu,غَلِطْتَḡaliṭta,غَلِطَḡaliṭa,غَلِطْتُمَاḡaliṭtumā,غَلِطَاḡaliṭā,غَلِطْنَاḡaliṭnā,غَلِطْتُمْḡaliṭtum,غَلِطُواḡaliṭū
f,غَلِطْتِḡaliṭti,غَلِطَتْḡaliṭat,غَلِطَتَاḡaliṭatā,غَلِطْتُنَّḡaliṭtunna,غَلِطْنَḡaliṭna,,,,
non-past (imperfect) indicativeالْمُضَارِع,m,أَغْلَطُʾaḡlaṭu,تَغْلَطُtaḡlaṭu,يَغْلَطُyaḡlaṭu,تَغْلَطَانِtaḡlaṭāni,يَغْلَطَانِyaḡlaṭāni,نَغْلَطُnaḡlaṭu,تَغْلَطُونَtaḡlaṭūna,يَغْلَطُونَyaḡlaṭūna
f,تَغْلَطِينَtaḡlaṭīna,تَغْلَطُtaḡlaṭu,تَغْلَطَانِtaḡlaṭāni,تَغْلَطْنَtaḡlaṭna,يَغْلَطْنَyaḡlaṭna,,,,
subjunctiveالْمُضَارِع الْمَنْصُوب,m,أَغْلَطَʾaḡlaṭa,تَغْلَطَtaḡlaṭa,يَغْلَطَyaḡlaṭa,تَغْلَطَاtaḡlaṭā,يَغْلَطَاyaḡlaṭā,نَغْلَطَnaḡlaṭa,تَغْلَطُوtaḡlaṭū,يَغْلَطُوyaḡlaṭū
f,تَغْلَطِيtaḡlaṭī,تَغْلَطَtaḡlaṭa,تَغْلَطَاtaḡlaṭā,تَغْلَطْنَtaḡlaṭna,يَغْلَطْنَyaḡlaṭna,,,,
jussiveالْمُضَارِع الْمَجْزُوم,m,أَغْلَطْʾaḡlaṭ,تَغْلَطْtaḡlaṭ,يَغْلَطْyaḡlaṭ,تَغْلَطَاtaḡlaṭā,يَغْلَطَاyaḡlaṭā,نَغْلَطْnaḡlaṭ,تَغْلَطُوtaḡlaṭū,يَغْلَطُوyaḡlaṭū
f,تَغْلَطِيtaḡlaṭī,تَغْلَطْtaḡlaṭ,تَغْلَطَاtaḡlaṭā,تَغْلَطْنَtaḡlaṭna,يَغْلَطْنَyaḡlaṭna,,,,
imperativeالْأَمْر,m,,اِغْلَطْiḡlaṭ,,اِغْلَطَاiḡlaṭā,,,اِغْلَطُوiḡlaṭū,
f,اِغْلَطِيiḡlaṭī,اِغْلَطْنَiḡlaṭna,,,,,,,
passive voiceالْفِعْل الْمَجْهُول,,,,,,,,,
,singularالْمُفْرَد,,dualالْمُثَنَّى,,pluralالْجَمْع,,,,
,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,2nd personالْمُخَاطَب,3rd personالْغَائِب,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,
past (perfect) indicativeالْمَاضِي,m,—,—,غُلِطَḡuliṭa,—,—,—,—,—
f,—,—,—,—,—,,,,
non-past (imperfect) indicativeالْمُضَارِع,m,—,—,يُغْلَطُyuḡlaṭu,—,—,—,—,—
f,—,—,—,—,—,,,,
subjunctiveالْمُضَارِع الْمَنْصُوب,m,—,—,يُغْلَطَyuḡlaṭa,—,—,—,—,—
f,—,—,—,—,—,,,,
jussiveالْمُضَارِع الْمَجْزُوم,m,—,—,يُغْلَطْyuḡlaṭ,—,—,—,—,—
f,—,—,—,—,—,,,,
Singular,basic singular triptote,,,,,,,,
Indefinite,Definite,Construct,,,,,,,
Informal,غَلَطḡalaṭ,الْغَلَطal-ḡalaṭ,غَلَطḡalaṭ,,,,,,
Nominative,غَلَطٌḡalaṭun,الْغَلَطُal-ḡalaṭu,غَلَطُḡalaṭu,,,,,,
Accusative,غَلَطًاḡalaṭan,الْغَلَطَal-ḡalaṭa,غَلَطَḡalaṭa,,,,,,
Genitive,غَلَطٍḡalaṭin,الْغَلَطِal-ḡalaṭi,غَلَطِḡalaṭi,,,,,,
Dual,Indefinite,Definite,Construct,,,,,,
Informal,غَلَطَيْنḡalaṭayn,الْغَلَطَيْنal-ḡalaṭayn,غَلَطَيْḡalaṭay,,,,,,
Nominative,غَلَطَانِḡalaṭāni,الْغَلَطَانِal-ḡalaṭāni,غَلَطَاḡalaṭā,,,,,,
Accusative,غَلَطَيْنِḡalaṭayni,الْغَلَطَيْنِal-ḡalaṭayni,غَلَطَيْḡalaṭay,,,,,,
Genitive,غَلَطَيْنِḡalaṭayni,الْغَلَطَيْنِal-ḡalaṭayni,غَلَطَيْḡalaṭay,,,,,,
Plural,basic broken plural triptote,,,,,,,,
Indefinite,Definite,Construct,,,,,,,
Informal,أَغْلَاطʾaḡlāṭ,الْأَغْلَاطal-ʾaḡlāṭ,أَغْلَاطʾaḡlāṭ,,,,,,
Nominative,أَغْلَاطٌʾaḡlāṭun,الْأَغْلَاطُal-ʾaḡlāṭu,أَغْلَاطُʾaḡlāṭu,,,,,,
Accusative,أَغْلَاطًاʾaḡlāṭan,الْأَغْلَاطَal-ʾaḡlāṭa,أَغْلَاطَʾaḡlāṭa,,,,,,
Genitive,أَغْلَاطٍʾaḡlāṭin,الْأَغْلَاطِal-ʾaḡlāṭi,أَغْلَاطِʾaḡlāṭi,,,,,,
Singular,Masculine,Feminine,,,,,,,
basic singular triptote,singular triptote in ـَة ‎(-a),,,,,,,,
Indefinite,Definite,Indefinite,Definite,,,,,,
