0,1,2,3
Singular,singular invariable,,
Indefinite,Definite,Construct,
Informal,زُبَانَىzubānā,الزُّبَانَىaz-zubānā,زُبَانَىzubānā
Nominative,زُبَانَىzubānā,الزُّبَانَىaz-zubānā,زُبَانَىzubānā
Accusative,زُبَانَىzubānā,الزُّبَانَىaz-zubānā,زُبَانَىzubānā
Genitive,زُبَانَىzubānā,الزُّبَانَىaz-zubānā,زُبَانَىzubānā
Dual,Indefinite,Definite,Construct
Informal,زُبَانَيَيْنzubānayayn,الزُّبَانَيَيْنaz-zubānayayn,زُبَانَيَيْzubānayay
Nominative,زُبَانَيَانِzubānayāni,الزُّبَانَيَانِaz-zubānayāni,زُبَانَيَاzubānayā
Accusative,زُبَانَيَيْنِzubānayayni,الزُّبَانَيَيْنِaz-zubānayayni,زُبَانَيَيْzubānayay
Genitive,زُبَانَيَيْنِzubānayayni,الزُّبَانَيَيْنِaz-zubānayayni,زُبَانَيَيْzubānayay
