0,1,2,3,4,5,6,7,8,9
Audio,,(file),,,,,,,
verbal nounالْمَصْدَر,شُعُورšuʿūr,,,,,,,,
active participleاِسْم الْفَاعِل,شَاعِرšāʿir,,,,,,,,
passive participleاِسْم الْامَفْعُول,مَشْعُورmašʿūr,,,,,,,,
active voiceالْفِعْل الْمَعْلُوم,,,,,,,,,
,singularالْمُفْرَد,,dualالْمُثَنَّى,,pluralالْجَمْع,,,,
,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,2nd personالْمُخَاطَب,3rd personالْغَائِب,1st personالْمُتَكَلِّم,2nd personالْمُخَاطَب,3rd personالْغَائِب,
past (perfect) indicativeالْمَاضِي,m,شَعَرْتُšaʿartu,شَعَرْتَšaʿarta,شَعَرَšaʿara,شَعَرْتُمَاšaʿartumā,شَعَرَاšaʿarā,شَعَرْنَاšaʿarnā,شَعَرْتُمْšaʿartum,شَعَرُواšaʿarū
f,شَعَرْتِšaʿarti,شَعَرَتْšaʿarat,شَعَرَتَاšaʿaratā,شَعَرْتُنَّšaʿartunna,شَعَرْنَšaʿarna,,,,
non-past (imperfect) indicativeالْمُضَارِع,m,أَشْعُرُʾašʿuru,تَشْعُرُtašʿuru,يَشْعُرُyašʿuru,تَشْعُرَانِtašʿurāni,يَشْعُرَانِyašʿurāni,نَشْعُرُnašʿuru,تَشْعُرُونَtašʿurūna,يَشْعُرُونَyašʿurūna
f,تَشْعُرِينَtašʿurīna,تَشْعُرُtašʿuru,تَشْعُرَانِtašʿurāni,تَشْعُرْنَtašʿurna,يَشْعُرْنَyašʿurna,,,,
subjunctiveالْمُضَارِع الْمَنْصُوب,m,أَشْعُرَʾašʿura,تَشْعُرَtašʿura,يَشْعُرَyašʿura,تَشْعُرَاtašʿurā,يَشْعُرَاyašʿurā,نَشْعُرَnašʿura,تَشْعُرُوtašʿurū,يَشْعُرُوyašʿurū
f,تَشْعُرِيtašʿurī,تَشْعُرَtašʿura,تَشْعُرَاtašʿurā,تَشْعُرْنَtašʿurna,يَشْعُرْنَyašʿurna,,,,
