0,1,2,3,4
Singular,Masculine,Feminine,,
basic singular triptote,singular triptote in ـَة ‎(-a),,,
Indefinite,Definite,Indefinite,Definite,
Informal,ADJ;SG;MASC;INDF;INFM,ADJ;SG;MASC;DEF;INFM,ADJ;SG;FEM;INDF;INFM,ADJ;SG;FEM;DEF;INFM
Nominative,ADJ;SG;MASC;INDF;NOM,ADJ;SG;MASC;DEF;NOM,ADJ;SG;FEM;INDF;NOM,ADJ;SG;FEM;DEF;NOM
Accusative,ADJ;SG;MASC;INDF;ACC,ADJ;SG;MASC;DEF;ACC,ADJ;SG;FEM;INDF;ACC,ADJ;SG;FEM;DEF;ACC
Genitive,ADJ;SG;MASC;INDF;GEN,ADJ;SG;MASC;DEF;GEN,ADJ;SG;FEM;INDF;GEN,ADJ;SG;FEM;DEF;GEN
Dual,Masculine,Feminine,,
Indefinite,Definite,Indefinite,Definite,
Informal,ADJ;DU;MASC;INDF;INFM,ADJ;DU;MASC;DEF;INFM,ADJ;DU;FEM;INDF;INFM,ADJ;DU;FEM;DEF;INFM
Nominative,ADJ;DU;MASC;INDF;NOM,ADJ;DU;MASC;DEF;NOM,ADJ;DU;FEM;INDF;NOM,ADJ;DU;FEM;DEF;NOM
Accusative,ADJ;DU;MASC;INDF;ACC,ADJ;DU;MASC;DEF;ACC,ADJ;DU;FEM;INDF;ACC,ADJ;DU;FEM;DEF;ACC
Genitive,ADJ;DU;MASC;INDF;GEN,ADJ;DU;MASC;DEF;GEN,ADJ;DU;FEM;INDF;GEN,ADJ;DU;FEM;DEF;GEN
Plural,Masculine,Feminine,,
sound masculine plural,sound feminine plural,,,
Indefinite,Definite,Indefinite,Definite,
Informal,ADJ;PL;MASC;INDF;INFM,ADJ;PL;MASC;DEF;INFM,ADJ;PL;FEM;INDF;INFM,ADJ;PL;FEM;DEF;INFM
Nominative,ADJ;PL;MASC;INDF;NOM,ADJ;PL;MASC;DEF;NOM,ADJ;PL;FEM;INDF;NOM,ADJ;PL;FEM;DEF;NOM
Accusative,ADJ;PL;MASC;INDF;ACC,ADJ;PL;MASC;DEF;ACC,ADJ;PL;FEM;INDF;ACC,ADJ;PL;FEM;DEF;ACC
Genitive,ADJ;PL;MASC;INDF;GEN,ADJ;PL;MASC;DEF;GEN,ADJ;PL;FEM;INDF;GEN,ADJ;PL;FEM;DEF;GEN
