0,1,2,3
Collective,basic collective triptote,,
Indefinite,Definite,Construct,
Informal,تَمْرtamr,التَّمْرat-tamr,تَمْرtamr
Nominative,تَمْرٌtamrun,التَّمْرُat-tamru,تَمْرُtamru
Accusative,تَمْرًاtamran,التَّمْرَat-tamra,تَمْرَtamra
Genitive,تَمْرٍtamrin,التَّمْرِat-tamri,تَمْرِtamri
Singulative,singulative triptote in ـَة ‎(-a),,
Indefinite,Definite,Construct,
Informal,تَمْرَةtamra,التَّمْرَةat-tamra,تَمْرَةtamrat
Nominative,تَمْرَةٌtamratun,التَّمْرَةُat-tamratu,تَمْرَةُtamratu
Accusative,تَمْرَةًtamratan,التَّمْرَةَat-tamrata,تَمْرَةَtamrata
Genitive,تَمْرَةٍtamratin,التَّمْرَةِat-tamrati,تَمْرَةِtamrati
Dual,Indefinite,Definite,Construct
Informal,تَمْرَتَيْنtamratayn,التَّمْرَتَيْنat-tamratayn,تَمْرَتَيْtamratay
Nominative,تَمْرَتَانِtamratāni,التَّمْرَتَانِat-tamratāni,تَمْرَتَاtamratā
Accusative,تَمْرَتَيْنِtamratayni,التَّمْرَتَيْنِat-tamratayni,تَمْرَتَيْtamratay
Genitive,تَمْرَتَيْنِtamratayni,التَّمْرَتَيْنِat-tamratayni,تَمْرَتَيْtamratay
Paucal (3-10),sound feminine paucal,,
Indefinite,Definite,Construct,
Informal,تَمْرَاتtamrāt,التَّمْرَاتat-tamrāt,تَمْرَاتtamrāt
Nominative,تَمْرَاتٌtamrātun,التَّمْرَاتُat-tamrātu,تَمْرَاتُtamrātu
Accusative,تَمْرَاتٍtamrātin,التَّمْرَاتِat-tamrāti,تَمْرَاتِtamrāti
Genitive,تَمْرَاتٍtamrātin,التَّمْرَاتِat-tamrāti,تَمْرَاتِtamrāti
Plural of variety,basic broken plural triptote‎; sound feminine plural,,
Indefinite,Definite,Construct,
Informal,تُمُور‎; تَمَرَاتtumūr‎; tamarāt,التُّمُور‎; التَّمَرَاتat-tumūr‎; at-tamarāt,تُمُور‎; تَمَرَاتtumūr‎; tamarāt
Nominative,تُمُورٌ‎; تَمَرَاتٌtumūrun‎; tamarātun,التُّمُورُ‎; التَّمَرَاتُat-tumūru‎; at-tamarātu,تُمُورُ‎; تَمَرَاتُtumūru‎; tamarātu
Accusative,تُمُورًا‎; تَمَرَاتٍtumūran‎; tamarātin,التُّمُورَ‎; التَّمَرَاتِat-tumūra‎; at-tamarāti,تُمُورَ‎; تَمَرَاتِtumūra‎; tamarāti
Genitive,تُمُورٍ‎; تَمَرَاتٍtumūrin‎; tamarātin,التُّمُورِ‎; التَّمَرَاتِat-tumūri‎; at-tamarāti,تُمُورِ‎; تَمَرَاتِtumūri‎; tamarāti
