0,1,2,3,4,5
Singular,basic singular triptote,,,,
Indefinite,Definite,Construct,,,
Informal,حِينḥīn,الْحِينal-ḥīn,حِينḥīn,,
Nominative,حِينٌḥīnun,الْحِينُal-ḥīnu,حِينُḥīnu,,
Accusative,حِينًاḥīnan,الْحِينَal-ḥīna,حِينَḥīna,,
Genitive,حِينٍḥīnin,الْحِينِal-ḥīni,حِينِḥīni,,
Dual,Indefinite,Definite,Construct,,
Informal,حِينَيْنḥīnayn,الْحِينَيْنal-ḥīnayn,حِينَيْḥīnay,,
Nominative,حِينَانِḥīnāni,الْحِينَانِal-ḥīnāni,حِينَاḥīnā,,
Accusative,حِينَيْنِḥīnayni,الْحِينَيْنِal-ḥīnayni,حِينَيْḥīnay,,
Genitive,حِينَيْنِḥīnayni,الْحِينَيْنِal-ḥīnayni,حِينَيْḥīnay,,
Plural,basic broken plural triptote‎; basic broken plural diptote,,,,
Indefinite,Definite,Construct,,,
Informal,أَحْيَان‎; أَحَايِينʾaḥyān‎; ʾaḥāyīn,الْأَحْيَان‎; الْأَحَايِينal-ʾaḥyān‎; al-ʾaḥāyīn,أَحْيَان‎; أَحَايِينʾaḥyān‎; ʾaḥāyīn,,
Nominative,أَحْيَانٌ‎; أَحَايِينُʾaḥyānun‎; ʾaḥāyīnu,الْأَحْيَانُ‎; الْأَحَايِينُal-ʾaḥyānu‎; al-ʾaḥāyīnu,أَحْيَانُ‎; أَحَايِينُʾaḥyānu‎; ʾaḥāyīnu,,
Accusative,أَحْيَانًا‎; أَحَايِينَʾaḥyānan‎; ʾaḥāyīna,الْأَحْيَانَ‎; الْأَحَايِينَal-ʾaḥyāna‎; al-ʾaḥāyīna,أَحْيَانَ‎; أَحَايِينَʾaḥyāna‎; ʾaḥāyīna,,
Genitive,أَحْيَانٍ‎; أَحَايِينَʾaḥyānin‎; ʾaḥāyīna,الْأَحْيَانِ‎; الْأَحَايِينِal-ʾaḥyāni‎; al-ʾaḥāyīni,أَحْيَانِ‎; أَحَايِينِʾaḥyāni‎; ʾaḥāyīni,,
Base form,حِينَ ‎(ḥīna),,,,
Personal-pronoun-including forms,Singular,Dual,Plural,,
Masculine,Feminine,Common,Masculine,Feminine,
First person,حِينِي ‎(ḥīnī),,حِينَنَا ‎(ḥīnanā),,
Second person,حِينَكَ ‎(ḥīnaka),حِينَكِ ‎(ḥīnaki),حِينَكُمَا ‎(ḥīnakumā),حِينَكُمْ ‎(ḥīnakum),حِينَكُنَّ ‎(ḥīnakunna)
Third person,حِينَهُ ‎(ḥīnahu),حِينَهَا ‎(ḥīnahā),حِينَهُمَا ‎(ḥīnahumā),حِينَهُمْ ‎(ḥīnahum),حِينَهُنَّ ‎(ḥīnahunna)
