0,1
,plural only (plurale tantum)
nominative,N;NOM;PL;LGSPEC5
genitive,N;GEN;PL;LGSPEC5
dative,N;DAT;PL;LGSPEC5
accusative,N;ACC;PL;LGSPEC5
ablative,N;ABL;PL;LGSPEC5
instrumental,N;INS;PL;LGSPEC5
locative,N;ESS;PL;LGSPEC5
An instrumental օձիւք ‎(ōjiwkʿ) is also attested.,
