0,1
,singular (uncountable)
nominative,ADJ;NOM;SG
genitive,ADJ;GEN;SG
dative,ADJ;DAT;SG
accusative,ADJ;ACC;SG
ablative,ADJ;ABL;SG
instrumental,ADJ;INS;SG
locative,ADJ;ESS;SG
the declension for singular forms can be reconstructed,
