0,1,2,3,4
,singular (uncountable),,,
nominative,N;NOM;SG;LGSPEC1/LGSPEC2,,,
genitive,N;GEN;SG;LGSPEC1/LGSPEC2,,,
dative,N;DAT;SG;LGSPEC1/LGSPEC2,,,
accusative,N;ACC;SG;LGSPEC1/LGSPEC2,,,
ablative,N;ABL;SG;LGSPEC1/LGSPEC2,,,
instrumental,? ‎(?),,,
locative,N;ESS;SG;LGSPEC1/LGSPEC2,,,
"the instrumental singular is not attested, which does not allow determining whether the word followed an i-type or an i-a-type declension",,,,
անչքութիւն ‎(ančʿkʿutʿiwn)  չէուչիք ‎(čʿēučʿikʿ)  չքանամ ‎(čʿkʿanam)  չքաստան ‎(čʿkʿastan)  չքատիմ ‎(čʿkʿatim)  չքացուցանեմ ‎(čʿkʿacʿucʿanem),,չքաւոր ‎(čʿkʿawor)  չքաւորական ‎(čʿkʿaworakan)  չքաւորիմ ‎(čʿkʿaworim)  չքաւորութիւն ‎(čʿkʿaworutʿiwn)  չքիմ ‎(čʿkʿim),,չքմեղ ‎(čʿkʿmeł)  չքմեղիկ ‎(čʿkʿmełik)  չքոտի ‎(čʿkʿoti)  չքոտիմ ‎(čʿkʿotim)  չքութիւն ‎(čʿkʿutʿiwn)
