0,1,2,3
,singular,,plural
nominative,N;NOM;SG;LGSPEC2,N;NOM;PL;LGSPEC2,
genitive,N;GEN;SG;LGSPEC2,N;GEN;PL;LGSPEC2,
dative,N;DAT;SG;LGSPEC2,N;DAT;PL;LGSPEC2,
accusative,N;ACC;SG;LGSPEC2,N;ACC;PL;LGSPEC2,
ablative,N;ABL;SG;LGSPEC2,N;ABL;PL;LGSPEC2,
instrumental,N;INS;SG;LGSPEC2,N;INS;PL;LGSPEC2,
locative,N;ESS;SG;LGSPEC2,N;ESS;PL;LGSPEC2,
post-classical,,,
,singular,,plural
nominative,N;NOM;SG;LGSPEC4,N;NOM;PL;LGSPEC4,
genitive,N;GEN;SG;LGSPEC4,N;GEN;PL;LGSPEC4,
dative,N;DAT;SG;LGSPEC4,N;DAT;PL;LGSPEC4,
accusative,N;ACC;SG;LGSPEC4,N;ACC;PL;LGSPEC4,
ablative,N;ABL;SG;LGSPEC4,N;ABL;PL;LGSPEC4,
instrumental,N;INS;SG;LGSPEC4,N;INS;PL;LGSPEC4,
locative,N;ESS;SG;LGSPEC4,N;ESS;PL;LGSPEC4,
post-classical,,,
