0,1,2,3,4
,singular,,plural,
nominative,ADJ;NOM;SG;LGSPEC3,ADJ;NOM;PL;LGSPEC3,,
genitive,ADJ;GEN;SG;LGSPEC3,ADJ;GEN;PL;LGSPEC3,,
dative,ADJ;DAT;SG;LGSPEC3,ADJ;DAT;PL;LGSPEC3,,
accusative,ADJ;ACC;SG;LGSPEC3,ADJ;ACC;PL;LGSPEC3,,
ablative,ADJ;ABL;SG;LGSPEC3,ADJ;ABL;PL;LGSPEC3,,
instrumental,ADJ;INS;SG;LGSPEC3,ADJ;INS;PL;LGSPEC3,,
locative,ADJ;ESS;SG;LGSPEC3,ADJ;ESS;PL;LGSPEC3,,
,singular,,plural,
nominative,ADJ;NOM;SG;LGSPEC4,ADJ;NOM;PL;LGSPEC4,,
genitive,ADJ;GEN;SG;LGSPEC4,ADJ;GEN;PL;LGSPEC4,,
dative,ADJ;DAT;SG;LGSPEC4,ADJ;DAT;PL;LGSPEC4,,
accusative,ADJ;ACC;SG;LGSPEC4,ADJ;ACC;PL;LGSPEC4,,
ablative,ADJ;ABL;SG;LGSPEC4,ADJ;ABL;PL;LGSPEC4,,
instrumental,ADJ;INS;SG;LGSPEC4,ADJ;INS;PL;LGSPEC4,,
locative,ADJ;ESS;SG;LGSPEC4,ADJ;ESS;PL;LGSPEC4,,
,singular,,plural,
nominative,ADJ;NOM;SG;LGSPEC1,ADJ;NOM;PL;LGSPEC1,,
genitive,ADJ;GEN;SG;LGSPEC1,ADJ;GEN;PL;LGSPEC1,,
dative,ADJ;DAT;SG;LGSPEC1,ADJ;DAT;PL;LGSPEC1,,
accusative,ADJ;ACC;SG;LGSPEC1,ADJ;ACC;PL;LGSPEC1,,
ablative,ADJ;ABL;SG;LGSPEC1,ADJ;ABL;PL;LGSPEC1,,
instrumental,ADJ;INS;SG;LGSPEC1,ADJ;INS;PL;LGSPEC1,,
locative,ADJ;ESS;SG;LGSPEC1,ADJ;ESS;PL;LGSPEC1,,
post-classical,,,,
անմերկանալի ‎(anmerkanali)  արտամերկանամ ‎(artamerkanam)  դժուարամերկ ‎(džuaramerk)  մերկաբար ‎(merkabar)  մերկագլուխ ‎(merkaglux)  մերկագոյն ‎(merkagoyn)  մերկակռիւ ‎(merkakṙiw)  մերկակրթութիւն ‎(merkakrtʿutʿiwn)  մերկակրութիւն ‎(merkakrutʿiwn)  մերկաղաբաղ ‎(merkałabał)  մերկամարմին ‎(merkamarmin)  մերկամարտ ‎(merkamart)  մերկամարտիկ ‎(merkamartik)  մերկամարտութիւն ‎(merkamartutʿiwn),,մերկամարտուցեալ ‎(merkamartucʿeal)  մերկամրցանակ ‎(merkamrcʿanak)  մերկանամ ‎(merkanam)  մերկանդամ ‎(merkandam)  մերկանք ‎(merkankʿ)  մերկապատեան ‎(merkapatean)  մերկապարան ‎(merkaparan)  մերկապարանոց ‎(merkaparanocʿ)  մերկապէս ‎(merkapēs)  մերկառակ ‎(merkaṙak)  մերկավերարկու ‎(merkaverarku)  մերկատարր ‎(merkatarr)  մերկատիտ ‎(merkatit),,մերկացումն ‎(merkacʿumn)  մերկացուցանեմ ‎(merkacʿucʿanem)  մերկացուցիչ ‎(merkacʿucʿičʿ)  մերկեմ ‎(merkem)  մերկիմաստակք ‎(merkimastakkʿ)  մերկիմաստասէրք ‎(merkimastasērkʿ)  մերկոտն ‎(merkotn)  մերկութիւն ‎(merkutʿiwn)  մերկումն ‎(merkumn)  մերկուց ‎(merkucʿ)  մերկպարանոց ‎(merkparanocʿ)  սուսերամերկ ‎(suseramerk)  սրամերկ ‎(sramerk)
