0,1,2,3,4
,singular,,plural,
nominative,N;NOM;SG;LGSPEC5,N;NOM;PL;LGSPEC5,,
genitive,N;GEN;SG;LGSPEC5,N;GEN;PL;LGSPEC5,,
dative,N;DAT;SG;LGSPEC5,N;DAT;PL;LGSPEC5,,
accusative,N;ACC;SG;LGSPEC5,N;ACC;PL;LGSPEC5,,
ablative,N;ABL;SG;LGSPEC5,N;ABL;PL;LGSPEC5,,
instrumental,N;INS;SG;LGSPEC5,N;INS;PL;LGSPEC5,,
locative,N;ESS;SG;LGSPEC5,N;ESS;PL;LGSPEC5,,
,singular,,plural,
nominative,N;NOM;SG;LGSPEC3,N;NOM;PL;LGSPEC3,,
genitive,N;GEN;SG;LGSPEC3,N;GEN;PL;LGSPEC3,,
dative,N;DAT;SG;LGSPEC3,N;DAT;PL;LGSPEC3,,
accusative,N;ACC;SG;LGSPEC3,N;ACC;PL;LGSPEC3,,
ablative,N;ABL;SG;LGSPEC3,N;ABL;PL;LGSPEC3,,
instrumental,N;INS;SG;LGSPEC3,N;INS;PL;LGSPEC3,,
locative,N;ESS;SG;LGSPEC3,N;ESS;PL;LGSPEC3,,
քամատարած ‎(kʿamatarac),,քամեմ ‎(kʿamem),,
