0,1,2
,singular,plural
nominative,germaanium,germaaniumid
accusative,germaaniumi,germaaniumid
genitive,germaaniumi,germaaniumde
partitive,germaaniumi,germaaniumegermaaniumisid
illative,germaaniumigermaaniumisse,germaaniumdessegermaaniumesse
inessive,germaaniumis,germaaniumdesgermaaniumes
elative,germaaniumist,germaaniumdestgermaaniumest
allative,germaaniumile,germaaniumdelegermaaniumele
adessive,germaaniumil,germaaniumdelgermaaniumel
ablative,germaaniumilt,germaaniumdeltgermaaniumelt
translative,germaaniumiks,germaaniumdeksgermaaniumeks
terminative,germaaniumini,germaaniumdeni
essive,germaaniumina,germaaniumdena
abessive,germaaniumita,germaaniumdeta
comitative,germaaniumiga,germaaniumdega
,singular,plural
nominative,germaanium,—
accusative,germaaniumi,—
genitive,germaaniumi,—
partitive,germaaniumit,—
illative,germaaniumisse,—
inessive,germaaniumis,—
elative,germaaniumist,—
allative,germaaniumile,—
adessive,germaaniumil,—
ablative,germaaniumilt,—
translative,germaaniumiks,—
terminative,germaaniumini,—
essive,germaaniumina,—
abessive,germaaniumita,—
comitative,germaaniumiga,—
