0,1,2
Chemical element,,
Be,Previous: liitium (Li),
Next: boor (B),,
,singular,plural
nominative,berüllium,berülliumid
accusative,berülliumi,berülliumid
genitive,berülliumi,berülliumde
partitive,berülliumi,berülliumeberülliumisid
illative,berülliumiberülliumisse,berülliumdesseberülliumesse
inessive,berülliumis,berülliumdesberülliumes
elative,berülliumist,berülliumdestberülliumest
allative,berülliumile,berülliumdeleberülliumele
adessive,berülliumil,berülliumdelberülliumel
ablative,berülliumilt,berülliumdeltberülliumelt
translative,berülliumiks,berülliumdeksberülliumeks
terminative,berülliumini,berülliumdeni
essive,berülliumina,berülliumdena
abessive,berülliumita,berülliumdeta
comitative,berülliumiga,berülliumdega
,singular,plural
nominative,berüllium,—
accusative,berülliumi,—
genitive,berülliumi,—
partitive,berülliumit,—
illative,berülliumisse,—
inessive,berülliumis,—
elative,berülliumist,—
allative,berülliumile,—
adessive,berülliumil,—
ablative,berülliumilt,—
translative,berülliumiks,—
terminative,berülliumini,—
essive,berülliumina,—
abessive,berülliumita,—
comitative,berülliumiga,—
