0,1,2
,singular,plural
nominative,ämblikulaadne,ämblikulaadsed
accusative,ämblikulaadse,ämblikulaadsed
genitive,ämblikulaadse,ämblikulaadsete
partitive,ämblikulaadset,ämblikulaadseid
illative,ämblikulaadsesse,ämblikulaadsetesseämblikulaadseisse
inessive,ämblikulaadses,ämblikulaadsetesämblikulaadseis
elative,ämblikulaadsest,ämblikulaadsetestämblikulaadseist
allative,ämblikulaadsele,ämblikulaadseteleämblikulaadseile
adessive,ämblikulaadsel,ämblikulaadsetelämblikulaadseil
ablative,ämblikulaadselt,ämblikulaadseteltämblikulaadseilt
translative,ämblikulaadseks,ämblikulaadseteksämblikulaadseiks
terminative,ämblikulaadseni,ämblikulaadseteni
essive,ämblikulaadsena,ämblikulaadsetena
abessive,ämblikulaadseta,ämblikulaadseteta
comitative,ämblikulaadsega,ämblikulaadsetega
ebaskorpioniline hämmaline kapuutsämblikuline koibikuline koiblestaline nugilestaline pikksabaline,,pärislestaline skorpioniline tartariidiline viburskorpioniline viburämblikuline ämblikuline
