0,1,2,3,4
,singular,plural,,
nominative,luu,luud,,
accusative,luu,luud,,
genitive,luu,luude,,
partitive,luud,luidluusid,,
illative,luusse,luudesseluisse,,
inessive,luus,luudesluis,,
elative,luust,luudestluist,,
allative,luule,luudeleluile,,
adessive,luul,luudelluil,,
ablative,luult,luudeltluilt,,
translative,luuks,luudeksluiks,,
terminative,luuni,luudeni,,
essive,luuna,luudena,,
abessive,luuta,luudeta,,
comitative,luuga,luudega,,
alalõualuu  keeleluu  kiilluu  kiiruluu  kuklaluu  küünarluu  ninaluu,,oimuluu  otsmikuluu  pealuu  peeniseluu  pindluu  pisaraluu,,põhiluu  sahkluu  sarnaluu  sõelluu  suulaeluu  ülalõualuu
