0,1,2,3,4,5,6,7,8,9
,singular,plural,relative,autonomous,,,,,
first,second,third,first,second,third,,,,
indicative,present,goilím,goilíonn tú; goilír†,"goilíonn sé, sí",goilímid; goilíonn muid,goilíonn sibh,goilíonn siad; goilíd†,a ghoilíonn; a ghoilíos /a ngoilíonn*; a ngoilíos*,goilítear
past,ghoiligh mé; ghoilíos,ghoiligh tú; ghoilís,"ghoiligh sé, sí",ghoilíomar; ghoiligh muid,ghoiligh sibh; ghoilíobhair,ghoiligh siad; ghoilíodar,a ghoiligh /ar ghoiligh*,goilíodh,
past habitual,ghoilínn,ghoilíteá,"ghoilíodh sé, sí",ghoilímis; ghoilíodh muid,ghoilíodh sibh,ghoilídís; ghoilíodh siad,a ghoilíodh /ar ghoilíodh*,ghoilítí,
future,goileoidh mé; goileod; goileochaidh mé†,goileoidh tú; goileoir†; goileochaidh tú†,"goileoidh sé, sí; goileochaidh sé, sí†",goileoimid; goileoidh muid; goileochaimid†; goileochaidh muid†,goileoidh sibh; goileochaidh sibh†,goileoidh siad; goileoid†; goileochaidh siad†,a ghoileoidh; a ghoileos; a ghoileochaidh†; a ghoileochas† /a ngoileoidh*; a ngoileos*; a ngoileochaidh*†; a ngoileochas*†,goileofar; goileochar†,
conditional,ghoileoinn; ghoileochainn†,ghoileofá; ghoileochthá†,"ghoileodh sé, sí; ghoileochadh sé, sí†",ghoileoimis; ghoileodh muid; ghoileochaimis†; ghoileochadh muid†,ghoileodh sibh; ghoileochadh sibh†,ghoileoidís; ghoileodh siad; ghoileochadh siad†,a ghoileodh; a ghoileochadh† /ar ghoileodh*; ar ghoileochadh*†,ghoileofaí; ghoileochthaí†,
subjunctive,present,go ngoilí mé; go ngoilíod†,go ngoilí tú; go ngoilír†,"go ngoilí sé, sí",go ngoilímid; go ngoilí muid,go ngoilí sibh,go ngoilí siad; go ngoilíd†,—,go ngoilítear
past,dá ngoilínn,dá ngoilíteá,"dá ngoilíodh sé, sí",dá ngoilímis; dá ngoilíodh muid,dá ngoilíodh sibh,dá ngoilídís; dá ngoilíodh siad,—,dá ngoilítí,
imperative,goilím,goiligh,"goilíodh sé, sí",goilímis,goilígí;goilídh†,goilídís,—,goilítear,
verbal noun,goiliú,,,,,,,,
past participle,goilithe,,,,,,,,
Irish mutation,,,,,,,,,
Radical,Lenition,Eclipsis,,,,,,,
goiligh,ghoiligh,ngoiligh,,,,,,,
Note: Some of these forms may be hypothetical. Not everypossible mutated form of every word actually occurs.,,,,,,,,,
