0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Bare forms Case Singular Plural  Nominative  ridire  ridirí  Vocative  a ridire  a ridirí  Genitive  ridire  ridirí  Dative  ridire  ridirí,Case,Singular,Plural,Nominative,ridire,ridirí,Vocative,a ridire,a ridirí,Genitive,ridire,ridirí,Dative,ridire,ridirí,Forms with the definite article Case Singular Plural  Nominative  an ridire  na ridirí  Genitive  an ridire  na ridirí  Dative  leis an ridire don ridire  leis na ridirí,Case,Singular,Plural,Nominative,an ridire,na ridirí,Genitive,an ridire,na ridirí,Dative,leis an ridire don ridire,leis na ridirí
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,ridire,ridirí,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a ridire,a ridirí,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,ridire,ridirí,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,ridire,ridirí,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an ridire,na ridirí,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,an ridire,na ridirí,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an ridire don ridire,leis na ridirí,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,ridire,ridirí,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a ridire,a ridirí,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,ridire,ridirí,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,ridire,ridirí,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an ridire,na ridirí,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,an ridire,na ridirí,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an ridire don ridire,leis na ridirí,,,,,,,,,,,,,,,,,,,,,,,,,,
Chess pieces in Irish · fir fichille (layout · text),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rí,banríon,caiseal,easpag,ridire,"ceithearnach, fichillín",,,,,,,,,,,,,,,,,,,,,,,
