0,1,2,3,4,5,6,7,8,9
,Singular,Plural (m/f),,,,,,,
Positive,Masculine,Feminine,(strong noun),(weak noun),,,,,
Nominative,glan,ghlan,glana;ghlana²,,,,,,
Vocative,ghlain,glana,,,,,,,
Genitive,glaine,glana,glan,,,,,,
Dative,glan;ghlan¹,ghlan;ghlain (archaic),glana;ghlana²,,,,,,
Comparative,níos glaine,,,,,,,,
Superlative,is glaine,,,,,,,,
,Singular,Plural (m/f),,,,,,,
Positive,Masculine,Feminine,(strong noun),(weak noun),,,,,
Nominative,glan,ghlan,glana;ghlana²,,,,,,
Vocative,ghloin,glana,,,,,,,
Genitive,gloine,glana,glan,,,,,,
Dative,glan;ghlan¹,ghlan;ghloin (archaic),glana;ghlana²,,,,,,
Comparative,níos gloine,,,,,,,,
Superlative,is gloine,,,,,,,,
,singular,plural,relative,autonomous,,,,,
first,second,third,first,second,third,,,,
indicative,present,glanaim,glanann tú; glanair†,"glanann sé, sí",glanaimid,glanann sibh,glanann siad; glanaid†,a ghlanann; a ghlanas /a nglanann*; a nglanas*,glantar
past,ghlan mé; ghlanas,ghlan tú; ghlanais,"ghlan sé, sí",ghlanamar; ghlan muid,ghlan sibh; ghlanabhair,ghlan siad; ghlanadar,a ghlan /ar ghlan*,glanadh,
past habitual,ghlanainn,ghlantá,"ghlanadh sé, sí",ghlanaimis; ghlanadh muid,ghlanadh sibh,ghlanaidís; ghlanadh siad,a ghlanadh /ar ghlanadh*,ghlantaí,
future,glanfaidh mé; glanfad,glanfaidh tú; glanfair†,"glanfaidh sé, sí",glanfaimid; glanfaidh muid,glanfaidh sibh,glanfaidh siad; glanfaid†,a ghlanfaidh; a ghlanfas /a nglanfaidh*; a nglanfas*,glanfar,
conditional,ghlanfainn,ghlanfá,"ghlanfadh sé, sí",ghlanfaimis; ghlanfadh muid,ghlanfadh sibh,ghlanfaidís; ghlanfadh siad,a ghlanfadh /ar ghlanfadh*,ghlanfaí,
subjunctive,present,go nglana mé; go nglanad†,go nglana tú; go nglanair†,"go nglana sé, sí",go nglanaimid; go nglana muid,go nglana sibh,go nglana siad; go nglanaid†,—,go nglantar
past,dá nglanainn,dá nglantá,"dá nglanadh sé, sí",dá nglanaimis; dá nglanadh muid,dá nglanadh sibh,dá nglanaidís; dá nglanadh siad,—,dá nglantaí,
imperative,glanaim,glan,"glanadh sé, sí",glanaimis,glanaigí; glanaidh†,glanaidís,—,glantar,
verbal noun,glanadh,,,,,,,,
past participle,glanta,,,,,,,,
Irish mutation,,,,,,,,,
Radical,Lenition,Eclipsis,,,,,,,
glan,ghlan,nglan,,,,,,,
Note: Some of these forms may be hypothetical. Not everypossible mutated form of every word actually occurs.,,,,,,,,,
