0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Bare forms Case Singular Plural  Nominative  coirce  coircí  Vocative  a choirce  a choircí  Genitive  coirce  coircí  Dative  coirce  coircí,Case,Singular,Plural,Nominative,coirce,coircí,Vocative,a choirce,a choircí,Genitive,coirce,coircí,Dative,coirce,coircí,Forms with the definite article Case Singular Plural  Nominative  an coirce  na coircí  Genitive  an choirce  na gcoircí  Dative  leis an gcoirce don choirce  leis na coircí,Case,Singular,Plural,Nominative,an coirce,na coircí,Genitive,an choirce,na gcoircí,Dative,leis an gcoirce don choirce,leis na coircí
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,coirce,coircí,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a choirce,a choircí,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,coirce,coircí,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,coirce,coircí,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an coirce,na coircí,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,an choirce,na gcoircí,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an gcoirce don choirce,leis na coircí,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,coirce,coircí,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a choirce,a choircí,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,coirce,coircí,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,coirce,coircí,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an coirce,na coircí,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,an choirce,na gcoircí,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an gcoirce don choirce,leis na coircí,,,,,,,,,,,,,,,,,,,,,,,,,,
Bare forms Case Singular Plural  Nominative  coirce  coircíocha  Vocative  a choirce  a choircíocha  Genitive  coirce  coircíocha  Dative  coirce  coircíocha,Case,Singular,Plural,Nominative,coirce,coircíocha,Vocative,a choirce,a choircíocha,Genitive,coirce,coircíocha,Dative,coirce,coircíocha,Forms with the definite article Case Singular Plural  Nominative  an coirce  na coircíocha  Genitive  an choirce  na gcoircíocha  Dative  leis an gcoirce don choirce  leis na coircíocha,Case,Singular,Plural,Nominative,an coirce,na coircíocha,Genitive,an choirce,na gcoircíocha,Dative,leis an gcoirce don choirce,leis na coircíocha
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,coirce,coircíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a choirce,a choircíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,coirce,coircíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,coirce,coircíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an coirce,na coircíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,an choirce,na gcoircíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an gcoirce don choirce,leis na coircíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,coirce,coircíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a choirce,a choircíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,coirce,coircíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,coirce,coircíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an coirce,na coircíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,an choirce,na gcoircíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an gcoirce don choirce,leis na coircíocha,,,,,,,,,,,,,,,,,,,,,,,,,,
Bare forms Case Singular Plural  Nominative  coirce  coircíonta  Vocative  a choirce  a choircíonta  Genitive  coirce  coircíonta  Dative  coirce  coircíonta,Case,Singular,Plural,Nominative,coirce,coircíonta,Vocative,a choirce,a choircíonta,Genitive,coirce,coircíonta,Dative,coirce,coircíonta,Forms with the definite article Case Singular Plural  Nominative  an coirce  na coircíonta  Genitive  an choirce  na gcoircíonta  Dative  leis an gcoirce don choirce  leis na coircíonta,Case,Singular,Plural,Nominative,an coirce,na coircíonta,Genitive,an choirce,na gcoircíonta,Dative,leis an gcoirce don choirce,leis na coircíonta
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,coirce,coircíonta,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a choirce,a choircíonta,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,coirce,coircíonta,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,coirce,coircíonta,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an coirce,na coircíonta,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,an choirce,na gcoircíonta,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an gcoirce don choirce,leis na coircíonta,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,coirce,coircíonta,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a choirce,a choircíonta,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,coirce,coircíonta,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,coirce,coircíonta,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an coirce,na coircíonta,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,an choirce,na gcoircíonta,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an gcoirce don choirce,leis na coircíonta,,,,,,,,,,,,,,,,,,,,,,,,,,
"coirce cuaiche m ‎(“late-sown oats”)  coirce dubh m ‎(“black oats”)  coirce faoilleach m, coirce faoillí m ‎(“early spring oats”)",,"coirce fia m, coirce fiáin m, coirce móinéir m, coirce scéine m ‎(“wild oats, oat-grass”)  coirce gorm m ‎(“blue-bottle”)  coirce préacháin m ‎(“rye-grass”)",,coirce scilligthe m ‎(“hulled oats”)  min choirce f ‎(“oatmeal”),,,,,,,,,,,,,,,,,,,,,,,,
Irish mutation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radical,Lenition,Eclipsis,,,,,,,,,,,,,,,,,,,,,,,,,,
coirce,choirce,gcoirce,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: Some of these forms may be hypothetical. Not everypossible mutated form of every word actually occurs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
