0,1,2,3,4,5,6,7,8,9
,Singular,Plural (m/f),,,,,,,
Positive,Masculine,Feminine,(strong noun),(weak noun),,,,,
Nominative,gearr,ghearr,gearra;ghearra²,,,,,,
Vocative,ghearr,gearra,,,,,,,
Genitive,giorra,gearra,gearr,,,,,,
Dative,gearr;ghearr¹,ghearr;ghearr (archaic),gearra;ghearra²,,,,,,
Comparative,níos giorra,,,,,,,,
Superlative,is giorra,,,,,,,,
"gearr- ‎(“short, brief; small, young; curt, abrupt; fair, moderate”)  gearró ‎(“recently”, adverb)  gearr sa radharc ‎(“short-sighted”)",,i bhfad agus i ngearr ‎(“far and near”)  i ngearr aimsire ‎(“in a short time”),,is gearr (go) ‎(“it won't be long (until)”)  is gearr (ó) ‎(“it is not long (since)”),,,,,
,singular,plural,relative,autonomous,,,,,
first,second,third,first,second,third,,,,
indicative,present,gearraim,gearrann tú; gearrair†,"gearrann sé, sí",gearraimid,gearrann sibh,gearrann siad; gearraid†,a ghearrann; a ghearras /a ngearrann*; a ngearras*,gearrtar
past,ghearr mé; ghearras,ghearr tú; ghearrais,"ghearr sé, sí",ghearramar; ghearr muid,ghearr sibh; ghearrabhair,ghearr siad; ghearradar,a ghearr /ar ghearr*,gearradh,
past habitual,ghearrainn,ghearrtá,"ghearradh sé, sí",ghearraimis; ghearradh muid,ghearradh sibh,ghearraidís; ghearradh siad,a ghearradh /ar ghearradh*,ghearrtaí,
future,gearrfaidh mé; gearrfad,gearrfaidh tú; gearrfair†,"gearrfaidh sé, sí",gearrfaimid; gearrfaidh muid,gearrfaidh sibh,gearrfaidh siad; gearrfaid†,a ghearrfaidh; a ghearrfas /a ngearrfaidh*; a ngearrfas*,gearrfar,
conditional,ghearrfainn,ghearrfá,"ghearrfadh sé, sí",ghearrfaimis; ghearrfadh muid,ghearrfadh sibh,ghearrfaidís; ghearrfadh siad,a ghearrfadh /ar ghearrfadh*,ghearrfaí,
subjunctive,present,go ngearra mé; go ngearrad†,go ngearra tú; go ngearrair†,"go ngearra sé, sí",go ngearraimid; go ngearra muid,go ngearra sibh,go ngearra siad; go ngearraid†,—,go ngearrtar
past,dá ngearrainn,dá ngearrtá,"dá ngearradh sé, sí",dá ngearraimis; dá ngearradh muid,dá ngearradh sibh,dá ngearraidís; dá ngearradh siad,—,dá ngearrtaí,
imperative,gearraim,gearr,"gearradh sé, sí",gearraimis,gearraigí; gearraidh†,gearraidís,—,gearrtar,
verbal noun,gearradh,,,,,,,,
past participle,gearrtha,,,,,,,,
Irish mutation,,,,,,,,,
Radical,Lenition,Eclipsis,,,,,,,
gearr,ghearr,ngearr,,,,,,,
Note: Some of these forms may be hypothetical. Not everypossible mutated form of every word actually occurs.,,,,,,,,,
