0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Bare forms: Case Singular Plural  Nominative  glanadh  glantaí Vocative  a ghlanadh  a ghlantaí Genitive  glanta  glantaí  Dative  glanadh  glantaí,Case,Singular,Plural,Nominative,glanadh,glantaí,Vocative,a ghlanadh,a ghlantaí,Genitive,glanta,glantaí,Dative,glanadh,glantaí,Forms with the definite article: Case Singular Plural  Nominative  an glanadh  na glantaí Genitive  an ghlanta  na nglantaí  Dative  leis an nglanadh don ghlanadh  leis na glantaí,Case,Singular,Plural,Nominative,an glanadh,na glantaí,Genitive,an ghlanta,na nglantaí,Dative,leis an nglanadh don ghlanadh,leis na glantaí
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,glanadh,glantaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a ghlanadh,a ghlantaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,glanta,glantaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,glanadh,glantaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an glanadh,na glantaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,an ghlanta,na nglantaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an nglanadh don ghlanadh,leis na glantaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,glanadh,glantaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a ghlanadh,a ghlantaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,glanta,glantaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,glanadh,glantaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an glanadh,na glantaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,an ghlanta,na nglantaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an nglanadh don ghlanadh,leis na glantaí,,,,,,,,,,,,,,,,,,,,,,,,,,
Irish mutation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radical,Lenition,Eclipsis,,,,,,,,,,,,,,,,,,,,,,,,,,
glanadh,ghlanadh,nglanadh,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: Some of these forms may be hypothetical. Not everypossible mutated form of every word actually occurs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
