0,1,2,3,4,5,6,7,8,9
,singular,plural,relative,autonomous,,,,,
first,second,third,first,second,third,,,,
indicative,present,gliúálaim,gliúálann tú; gliúálair†,"gliúálann sé, sí",gliúálaimid,gliúálann sibh,gliúálann siad; gliúálaid†,a ghliúálann; a ghliúálas / a ngliúálann*; a ngliúálas*,gliúáiltear
past,ghliúáil mé; ghliúálas,ghliúáil tú; ghliúálais,"ghliúáil sé, sí",ghliúálamar; ghliúáil muid,ghliúáil sibh; ghliúálabhair,ghliúáil siad; ghliúáladar,a ghliúáil / ar ghliúáil*,gliúáladh,
past habitual,ghliúálainn,ghliúáilteá,"ghliúáladh sé, sí",ghliúálaimis; ghliúáladh muid,ghliúáladh sibh,ghliúálaidís; ghliúáladh siad,a ghliúáladh; ar ghliúáladh*,ghliúáiltí,
future,gliúálfaidh mé; gliúálfad,gliúálfaidh tú; gliúálfair†,"gliúálfaidh sé, sí",gliúálfaimid; gliúálfaidh muid,gliúálfaidh sibh,gliúálfaidh siad; gliúálfaid†,a ghliúálfaidh; a ghliúálfas /a ngliúálfaidh*; a ngliúálfas*,gliúálfar,
conditional,ghliúálfainn,ghliúálfá,"ghliúálfadh sé, sí",ghliúálfaimis; ghliúálfadh muid,ghliúálfadh sibh,ghliúálfaidís; ghliúálfadh siad,a ghliúálfadh /ar ghliúálfadh*,ghliúálfaí,
subjunctive,present,go ngliúála mé; go ngliúálad†,go ngliúála tú; go ngliúálair†,"go ngliúála sé, sí",go ngliúálaimid; go ngliúála muid,go ngliúála sibh,go ngliúála siad; go ngliúálaid†,—,go ngliúáiltear
past,dá ngliúálainn,dá ngliúáilteá,"dá ngliúáladh sé, sí",dá ngliúálaimis; dá ngliúáladh muid,dá ngliúáladh sibh,dá ngliúálaidís; dá ngliúáladh siad,—,dá ngliúáiltí,
imperative,gliúálaim,gliúáil,"gliúáladh sé, sí",gliúálaimis,gliúálaigí; gliúálaidh†,gliúálaidís,—,gliúáiltear,
verbal noun,gliúáil,,,,,,,,
past participle,gliúáilte,,,,,,,,
Irish mutation,,,,,,,,,
Radical,Lenition,Eclipsis,,,,,,,
gliúáil,ghliúáil,ngliúáil,,,,,,,
Note: Some of these forms may be hypothetical. Not everypossible mutated form of every word actually occurs.,,,,,,,,,
