0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Bare forms (no plural of this noun) Case Singular  Nominative  rop  Vocative  a roip  Genitive  roip  Dative  rop,Case,Singular,Nominative,rop,Vocative,a roip,Genitive,roip,Dative,rop,Forms with the definite article: Case Singular  Nominative  an rop  Genitive  an roip  Dative  leis an rop don rop,Case,Singular,Nominative,an rop,Genitive,an roip,Dative,leis an rop don rop,,,,,,,,,
Case,Singular,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,rop,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a roip,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,roip,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,rop,,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an rop,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,an roip,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an rop don rop,,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,rop,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a roip,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,roip,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,rop,,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an rop,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,an roip,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an rop don rop,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bare forms: Case Singular Plural  Nominative  rop  ropanna Vocative  a rop  a ropanna Genitive  ropa  ropanna  Dative  rop  ropanna,Case,Singular,Plural,Nominative,rop,ropanna,Vocative,a rop,a ropanna,Genitive,ropa,ropanna,Dative,rop,ropanna,Forms with the definite article: Case Singular Plural  Nominative  an rop  na ropanna Genitive  an ropa  na ropanna  Dative  leis an rop don rop  leis na ropanna,Case,Singular,Plural,Nominative,an rop,na ropanna,Genitive,an ropa,na ropanna,Dative,leis an rop don rop,leis na ropanna
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,rop,ropanna,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a rop,a ropanna,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,ropa,ropanna,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,rop,ropanna,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an rop,na ropanna,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,an ropa,na ropanna,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an rop don rop,leis na ropanna,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,rop,ropanna,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a rop,a ropanna,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,ropa,ropanna,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,rop,ropanna,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an rop,na ropanna,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,an ropa,na ropanna,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an rop don rop,leis na ropanna,,,,,,,,,,,,,,,,,,,,,,,,,,
,singular,plural,relative,autonomous,,,,,,,,,,,,,,,,,,,,,,,,
first,second,third,first,second,third,,,,,,,,,,,,,,,,,,,,,,,
indicative,present,ropaim,ropann tú; ropair†,"ropann sé, sí",ropaimid,ropann sibh,ropann siad; ropaid†,a ropann; a ropas /a ropann*; a ropas*,roptar,,,,,,,,,,,,,,,,,,,
past,rop mé; ropas,rop tú; ropais,"rop sé, sí",ropamar; rop muid,rop sibh; ropabhair,rop siad; ropadar,a rop /ar rop*,ropadh,,,,,,,,,,,,,,,,,,,,
past habitual,ropainn,roptá,"ropadh sé, sí",ropaimis; ropadh muid,ropadh sibh,ropaidís; ropadh siad,a ropadh /ar ropadh*,roptaí,,,,,,,,,,,,,,,,,,,,
future,ropfaidh mé; ropfad,ropfaidh tú; ropfair†,"ropfaidh sé, sí",ropfaimid; ropfaidh muid,ropfaidh sibh,ropfaidh siad; ropfaid†,a ropfaidh; a ropfas /a ropfaidh*; a ropfas*,ropfar,,,,,,,,,,,,,,,,,,,,
conditional,ropfainn,ropfá,"ropfadh sé, sí",ropfaimis; ropfadh muid,ropfadh sibh,ropfaidís; ropfadh siad,a ropfadh /ar ropfadh*,ropfaí,,,,,,,,,,,,,,,,,,,,
subjunctive,present,go ropa mé; go ropad†,go ropa tú; go ropair†,"go ropa sé, sí",go ropaimid; go ropa muid,go ropa sibh,go ropa siad; go ropaid†,—,go roptar,,,,,,,,,,,,,,,,,,,
past,dá ropainn,dá roptá,"dá ropadh sé, sí",dá ropaimis; dá ropadh muid,dá ropadh sibh,dá ropaidís; dá ropadh siad,—,dá roptaí,,,,,,,,,,,,,,,,,,,,
imperative,ropaim,rop,"ropadh sé, sí",ropaimis,ropaigí; ropaidh†,ropaidís,—,roptar,,,,,,,,,,,,,,,,,,,,
verbal noun,ropadh,,,,,,,,,,,,,,,,,,,,,,,,,,,
past participle,roptha,,,,,,,,,,,,,,,,,,,,,,,,,,,
