0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
PIE root,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ǵenh₁-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bare forms: Case Singular Plural  Nominative  gníomh  gníomhartha  Vocative  a ghnímh  a ghníomhartha  Genitive  gnímh  gníomhartha  Dative  gníomh  gníomhartha,Case,Singular,Plural,Nominative,gníomh,gníomhartha,Vocative,a ghnímh,a ghníomhartha,Genitive,gnímh,gníomhartha,Dative,gníomh,gníomhartha,Forms with the definite article: Case Singular Plural  Nominative  an gníomh  na gníomhartha  Genitive  an ghnímh  na ngníomhartha  Dative  leis an ngníomh don ghníomh  leis na gníomhartha,Case,Singular,Plural,Nominative,an gníomh,na gníomhartha,Genitive,an ghnímh,na ngníomhartha,Dative,leis an ngníomh don ghníomh,leis na gníomhartha
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,gníomh,gníomhartha,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a ghnímh,a ghníomhartha,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,gnímh,gníomhartha,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,gníomh,gníomhartha,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an gníomh,na gníomhartha,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,an ghnímh,na ngníomhartha,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an ngníomh don ghníomh,leis na gníomhartha,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,gníomh,gníomhartha,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a ghnímh,a ghníomhartha,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,gnímh,gníomhartha,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,gníomh,gníomhartha,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an gníomh,na gníomhartha,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,an ghnímh,na ngníomhartha,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an ngníomh don ghníomh,leis na gníomhartha,,,,,,,,,,,,,,,,,,,,,,,,,,
Irish mutation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radical,Lenition,Eclipsis,,,,,,,,,,,,,,,,,,,,,,,,,,
gníomh,ghníomh,ngníomh,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: Some of these forms may be hypothetical. Not everypossible mutated form of every word actually occurs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
