0,1,2,3,4,5
PIE root,,,,,
*bʰeh₁-,,,,,
,Active,Passive,,,
Infinitive,bada,badas,,,
Present tense,badar,badas,,,
Past tense,badade,badades,,,
Supine,badat,badats,,,
Imperative,bada,—,,,
Present participle,badande,,,,
Past participle,badad,,,,
bad  badanläggning  badanstalt  badare  badavdelning  badbalja  badbar  badbassäng  badboll  badborste,badbrygga  badbyxa  baddags  baddräkt  baderska  badflicka  badflotte  badförbud  badgäst  badhandduk,badholme  badhotell  badhus  badhytt  badinrättning  badkappa  badkar  badkläder  badkruka  badlakan,badliv  badmästare  badmössa  badning  badort  badplats  badring  badrock  badrum  badsalt,badshorts  badsjö  badsko  badskum  badstrand  badstuga  badställe  badsugen  badsvamp  badsäsong,badtermometer  badtoffel  badvakt  badvatten  badvett  badvik  badväder  bastu
