0,1,2,3,4,5
Inflection of lärft,,,,,
,Singular,Plural,,,
Indefinite,Definite,Indefinite,Definite,,
Nominative,lärft,lärften,lärfter,lärfterna,
Genitive,lärfts,lärftens,lärfters,lärfternas,
Inflection of lärft,,,,,
,Singular,Plural,,,
Indefinite,Definite,Indefinite,Definite,,
Nominative,lärft,lärftet,lärfter,lärfterna,
Genitive,lärfts,lärftets,lärfters,lärfternas,
lärftsartad  lärftsband  lärftsbinda  lärftsbindel  lärftsbindning  lärftsbleke  lärftsblekning  lärftsblomma  lärftsblomster  lärftsbod  lärftsbolstervar  lärftsbordduk  lärftsbordkläde  lärftsbult  lärftsbyxa  lärftsduk  lärftsfabrik  lärftsfoder  lärftsfotsocka  lärftfönstergardin,lärftförkläde  lärftgardin  lärftgarn  lärfthalsduk  lärfthalskläde  lärfthandduk  lärfthandel  lärfthandkläde  lärfthandlare  lärfthatt  lärfthimmel  lärfthuva  lärfthätta  lärftkjol  lärftklut  lärftkläde  lärftkläder  lärftklänning  lärftkofta  lärftkolt,lärftkrage  lärftskram  lärftskramhandel  lärftskramhandelsvara  lärftskramhandlare  lärftskramhandlarsocietet  lärftskrämare  lärftskrämarbod  lärftskrämeri  lärftlakan  lärftlapp  lärftlinne  lärftlinntyg  lärftlist  lärftlista  lärftlårfoder  lärftmössa  lärftnattmössa  lärftnäsduk  lärftpannlin,lärftparaply  lärftpatron  lärftpåse  lärftrand  lärftrock  lärftsax  lärftservett  lärftskaft  lärftskjorta  lärftslarva  lärftsocka  lärftsparlakan  lärftspik  lärftstiblett  lärftstol  lärftstopp  lärftstrumpa  lärftstycke  lärftstövlett  lärftsäljare,lärftsärk  lärfttapet  lärfttryckare  lärfttryckeri  lärfttråd  lärfttröja  lärfttyg  lärfttäcke  lärftvante  lärftvar  lärftvara  lärftväv  lärftväveri  lärftväverska  lärftvävnad  lärftvävstol  lärftärm  lärftörngott  lärftöverdrag  lärftövertåg,premiumlärft
