0,1,2,3,4
Audio,,(file),,
Inflection of bekant,,,,
Indefinite/attributive,Positive,Comparative,Superlative2,
Common singular,bekant,mer bekant,mest bekant,
Neuter singular,bekant,mer bekant,mest bekant,
Plural,bekanta,mer bekanta,mest bekanta,
Definite,Positive,Comparative,Superlative,
Masculine singular1,bekante,mer bekante,mest bekante,
All,bekanta,mer bekanta,mest bekanta,
"1) Only used, optionally, to refer to things whose natural gender is masculine.2) The indefinite superlative forms are only used in an attributive role.",,,,
,singular,plural,,
Common,indefinite,definite,indefinite,definite
nominative,bekant,bekanta,bekanta,bekanta
genitive,bekants,bekantas,bekantas,bekantas
,singular,plural,,
Common,indefinite,definite,indefinite,definite
nominative,bekant,bekante,bekanta,bekanta
genitive,bekants,bekantes,bekantas,bekantas
