0,1,2,3,4
Inflection of abstrakt,,,,
Indefinite/attributive,Positive,Comparative,Superlative2,
Common singular,abstrakt,abstraktare,abstraktast,
Neuter singular,abstrakt,abstraktare,abstraktast,
Plural,abstrakta,abstraktare,abstraktast,
Definite,Positive,Comparative,Superlative,
Masculine singular1,abstrakte,abstraktare,abstraktaste,
All,abstrakta,abstraktare,abstraktaste,
"1) Only used, optionally, to refer to things whose natural gender is masculine.2) The indefinite superlative forms are only used in an attributive role.",,,,
,singular,plural,,
Neuter,indefinite,definite,indefinite,definite
nominative,abstrakt,abstraktet,abstrakter,abstrakterna
genitive,abstrakts,abstraktets,abstrakters,abstrakternas
Inflection of abstrakt,,,,
,Singular,Plural,,
Indefinite,Definite,Indefinite,Definite,
Nominative,abstrakt,abstrakten,abstrakter,abstrakterna
Genitive,abstrakts,abstraktens,abstrakters,abstrakternas
,singular,plural,,
Neuter,indefinite,definite,indefinite,definite
nominative,abstrakt,abstraktet,abstrakt,abstrakten
genitive,abstrakts,abstraktets,abstrakts,abstraktens
